"","X","Region","V1","V2","V3","End","Interval"
"1",504478,1,"chr14","19059370_19059671_AluSg4_SINE",81,19059671,1
"2",504480,1,"chr14","19072243_19072568_AluSc_SINE",91,19072568,2
"3",504482,1,"chr14","19073018_19073355_AluY_SINE",82,19073355,2
"4",504488,1,"chr14","19086500_19086807_AluSc8_SINE",82,19086807,2
"5",504489,1,"chr14","19088196_19088492_AluSg_SINE",81,19088492,2
"6",504493,1,"chr14","19090784_19091092_AluSc8_SINE",82,19091092,2
"7",504496,1,"chr14","19106797_19107119_AluY_SINE",86,19107119,2
"8",504498,1,"chr14","19107345_19107655_AluSq_SINE",81,19107655,2
"9",504501,1,"chr14","19115933_19116241_AluSc_SINE",82,19116241,2
"10",504503,1,"chr14","19130245_19130543_AluY_SINE",82,19130543,2
"11",504504,1,"chr14","19141086_19141401_AluY_SINE",87,19141401,2
"12",504509,1,"chr14","19336826_19337130_AluSg_SINE",81,19337130,2
"13",504516,1,"chr14","19435821_19436132_AluSx1_SINE",81,19436132,2
"14",504518,1,"chr14","19437609_19437905_AluY_SINE",86,19437905,2
"15",504520,1,"chr14","19439011_19439302_AluSx_SINE",81,19439302,2
"16",504524,1,"chr14","19449025_19449310_AluSp_SINE",80,19449310,2
"17",504526,1,"chr14","19454256_19454546_AluSx1_SINE",82,19454546,2
"18",504531,1,"chr14","19458557_19458853_AluSx1_SINE",81,19458853,2
"19",504534,1,"chr14","19460089_19460367_AluSx4_SINE",76,19460367,2
"20",504545,1,"chr14","19571563_19571872_AluY_SINE",82,19571872,3
"21",504548,1,"chr14","19613487_19613775_AluY_SINE",71,19613775,3
"22",504549,1,"chr14","19669399_19669709_AluSg_SINE",81,19669709,3
"23",504554,1,"chr14","19762135_19762416_AluSq2_SINE",80,19762416,3
"24",504558,1,"chr14","19818333_19818587_AluY_SINE",81,19818587,3
"25",504562,1,"chr14","19961613_19961900_AluY_SINE",71,19961900,3
"26",504567,1,"chr14","20064123_20064425_AluSq10_SINE",81,20064425,3
"27",504580,1,"chr14","20217498_20217790_AluSp_SINE",80,20217790,4
"28",504581,1,"chr14","20254091_20254392_AluY_SINE",83,20254392,4
"29",504582,1,"chr14","20254933_20255257_AluJo_SINE",83,20255257,4
"30",504584,1,"chr14","20262948_20263232_AluSz6_SINE",81,20263232,4
"31",504589,1,"chr14","20293685_20294016_AluY_SINE",85,20294016,4
"32",504595,1,"chr14","20337879_20338180_AluSg_SINE",81,20338180,4
"33",504599,1,"chr14","20357572_20357856_AluSz6_SINE",82,20357856,4
"34",504600,1,"chr14","20401756_20402043_AluSx3_SINE",75,20402043,4
"35",504602,1,"chr14","20435975_20436267_AluSp_SINE",80,20436267,4
"36",504606,1,"chr14","20459307_20459578_AluSq_SINE",81,20459578,4
"37",504607,1,"chr14","20478836_20479151_AluY_SINE",84,20479151,4
"38",504611,1,"chr14","20513650_20513938_AluJb_SINE",82,20513938,4
"39",504613,1,"chr14","20540022_20540296_AluSc8_SINE",81,20540296,4
"40",504614,1,"chr14","20541759_20542063_AluSq_SINE",82,20542063,4
"41",504615,1,"chr14","20546448_20546736_AluSq2_SINE",81,20546736,4
"42",504616,1,"chr14","20546741_20547041_AluSq2_SINE",82,20547041,4
"43",504617,1,"chr14","20547046_20547344_AluSc_SINE",80,20547344,4
"44",504618,1,"chr14","20556212_20556508_AluY_SINE",83,20556508,4
"45",504621,1,"chr14","20610293_20610573_AluY_SINE",86,20610573,5
"46",504625,1,"chr14","20639135_20639446_AluSc8_SINE",82,20639446,5
"47",504635,1,"chr14","20676939_20677244_AluSp_SINE",80,20677244,5
"48",504639,1,"chr14","20685644_20685905_AluSx_SINE",84,20685905,5
"49",504643,1,"chr14","20693540_20693883_AluSq_SINE",107,20693883,5
"50",504644,1,"chr14","20707571_20707878_AluY_SINE",82,20707878,5
"51",504650,1,"chr14","20725226_20725531_AluSz6_SINE",87,20725531,5
"52",504651,1,"chr14","20729247_20729548_AluY_SINE",85,20729548,5
"53",504652,1,"chr14","20747395_20747656_AluSp_SINE",76,20747656,5
"54",504655,1,"chr14","20759216_20759516_AluJo_SINE",85,20759516,5
"55",504667,1,"chr14","20789616_20789894_AluSg7_SINE",82,20789894,5
"56",504668,1,"chr14","20790781_20791081_AluSx_SINE",81,20791081,5
"57",504672,1,"chr14","20793299_20793594_AluYa5_SINE",82,20793594,5
"58",504674,1,"chr14","20802334_20802540_AluJb_SINE",82,20802540,5
"59",504680,1,"chr14","20808409_20808702_AluSx1_SINE",74,20808702,5
"60",504683,1,"chr14","20814480_20814792_AluSx1_SINE",87,20814792,5
"61",504685,1,"chr14","20815562_20815868_AluSx_SINE",76,20815868,5
"62",504696,1,"chr14","20832072_20832372_AluSq2_SINE",81,20832372,5
"63",504700,1,"chr14","20835771_20836067_AluY_SINE",83,20836067,5
"64",504705,1,"chr14","20845092_20845401_AluSq_SINE",80,20845401,5
"65",504706,1,"chr14","20853519_20853831_AluSq2_SINE",81,20853831,5
"66",504709,1,"chr14","20861096_20861405_AluY_SINE",86,20861405,5
"67",504714,1,"chr14","20865911_20866211_AluSz_SINE",81,20866211,5
"68",504716,1,"chr14","20867060_20867351_AluSx1_SINE",82,20867351,5
"69",504718,1,"chr14","20870152_20870495_AluSx1_SINE",83,20870495,5
"70",504720,1,"chr14","20872225_20872532_AluSq2_SINE",81,20872532,5
"71",504722,1,"chr14","20875501_20875799_AluSz6_SINE",81,20875799,5
