"","X","Region","V1","V2","V3","End","Interval"
"1",635683,1,"chr19","271479_271779_AluSc_SINE",81,271779,1
"2",635688,1,"chr19","278778_279073_AluY_SINE",84,279073,1
"3",635694,1,"chr19","297046_297373_AluSg_SINE",98,297373,1
"4",635704,1,"chr19","318774_319081_AluY_SINE",83,319081,1
"5",635705,1,"chr19","319081_319390_AluSx1_SINE",81,319390,1
"6",635709,1,"chr19","321892_322204_AluY_SINE",81,322204,1
"7",635712,1,"chr19","330264_330573_AluYf4_SINE",85,330573,1
"8",635715,1,"chr19","331701_332000_AluSg_SINE",81,332000,1
"9",635721,1,"chr19","337585_337891_AluSz_SINE",83,337891,1
"10",635722,1,"chr19","337891_338200_AluSc_SINE",81,338200,1
"11",635725,1,"chr19","347667_347969_AluY_SINE",78,347969,1
"12",635726,1,"chr19","348843_349139_AluY_SINE",81,349139,1
"13",635727,1,"chr19","349398_349701_AluSq2_SINE",81,349701,1
"14",635729,1,"chr19","354492_354787_AluSq2_SINE",81,354787,1
"15",635730,1,"chr19","354850_355161_AluSp_SINE",80,355161,1
"16",635735,1,"chr19","358315_358619_AluSx1_SINE",81,358619,1
"17",635737,1,"chr19","362485_362791_AluSx_SINE",79,362791,1
"18",635738,1,"chr19","363178_363492_AluSx_SINE",81,363492,1
"19",635743,1,"chr19","380482_380778_AluY_SINE",82,380778,1
"20",635746,1,"chr19","396066_396381_AluY_SINE",82,396381,1
"21",635754,1,"chr19","439746_440043_AluSx1_SINE",81,440043,1
"22",635758,1,"chr19","447497_447795_AluSq2_SINE",80,447795,1
"23",635760,1,"chr19","451600_451895_AluSx1_SINE",81,451895,1
"24",635762,1,"chr19","453277_453570_AluJb_SINE",83,453570,1
"25",635763,1,"chr19","454504_454805_AluSq_SINE",84,454805,1
"26",635769,1,"chr19","471740_472044_AluY_SINE",86,472044,1
"27",635772,1,"chr19","476924_477186_AluJb_SINE",81,477186,1
"28",635778,1,"chr19","490816_491110_AluSx1_SINE",81,491110,1
"29",635786,1,"chr19","511867_512170_AluSx1_SINE",80,512170,1
"30",635789,1,"chr19","515750_516059_AluYa5_SINE",82,516059,1
"31",635790,1,"chr19","516372_516682_AluSc_SINE",81,516682,1
"32",635794,1,"chr19","527056_527363_AluSx_SINE",79,527363,1
"33",635800,1,"chr19","529942_530246_AluY_SINE",82,530246,1
"34",635804,1,"chr19","542880_543151_AluSx1_SINE",81,543151,1
"35",635806,1,"chr19","543564_543865_AluSx1_SINE",81,543865,1
"36",635812,1,"chr19","552147_552394_AluSx1_SINE",83,552394,1
"37",635814,1,"chr19","553114_553416_AluY_SINE",84,553416,1
"38",635815,1,"chr19","553803_554121_AluSx3_SINE",84,554121,1
"39",635816,1,"chr19","554237_554533_AluSq_SINE",81,554533,1
"40",635818,1,"chr19","555643_555946_AluSp_SINE",80,555946,1
"41",635819,1,"chr19","557395_557670_AluSx1_SINE",79,557670,1
"42",635821,1,"chr19","559372_559661_AluSp_SINE",80,559661,1
"43",635823,1,"chr19","560534_560838_AluY_SINE",82,560838,1
"44",635824,1,"chr19","560841_561143_AluSg_SINE",80,561143,1
"45",635827,1,"chr19","562821_563122_AluSx_SINE",83,563122,1
"46",635828,1,"chr19","563561_563851_AluY_SINE",81,563851,1
"47",635832,1,"chr19","568992_569289_AluY_SINE",81,569289,1
"48",635836,1,"chr19","576480_576777_AluSg7_SINE",82,576777,1
"49",635837,1,"chr19","578734_579029_AluSc8_SINE",82,579029,1
"50",635842,1,"chr19","598610_598907_AluY_SINE",89,598907,1
"51",635845,1,"chr19","601032_601327_AluSg_SINE",81,601327,1
"52",635846,1,"chr19","606089_606400_AluSx1_SINE",81,606400,1
"53",635848,1,"chr19","606889_607189_AluSp_SINE",80,607189,1
"54",635853,1,"chr19","625706_626000_AluSx3_SINE",81,626000,1
"55",635854,1,"chr19","626149_626453_AluSx_SINE",83,626453,1
"56",635856,1,"chr19","627148_627451_AluY_SINE",84,627451,1
"57",635858,1,"chr19","628722_629030_AluSg_SINE",81,629030,1
"58",635859,1,"chr19","630875_631169_AluSx_SINE",82,631169,1
"59",635860,1,"chr19","631359_631650_AluSc8_SINE",82,631650,1
"60",635862,1,"chr19","634550_634853_AluSx1_SINE",81,634853,1
"61",635864,1,"chr19","635717_635992_AluSz_SINE",81,635992,1
"62",635865,1,"chr19","636317_636611_AluSx1_SINE",84,636611,1
"63",635869,1,"chr19","641294_641596_AluY_SINE",81,641596,1
"64",635871,1,"chr19","650584_650891_AluSq2_SINE",81,650891,1
"65",635873,1,"chr19","654684_654980_AluSx_SINE",81,654980,1
"66",635884,1,"chr19","669932_670233_AluSx1_SINE",81,670233,1
"67",635888,1,"chr19","673147_673447_AluSz_SINE",83,673447,1
"68",635889,1,"chr19","678499_678810_AluSz_SINE",81,678810,1
"69",635891,1,"chr19","687394_687704_AluSx_SINE",80,687704,2
"70",635895,1,"chr19","691223_691534_AluSx3_SINE",82,691534,2
"71",635899,1,"chr19","692917_693230_AluY_SINE",86,693230,2
"72",635901,1,"chr19","696215_696526_AluSc8_SINE",86,696526,2
"73",635904,1,"chr19","697573_697882_AluYk4_SINE",82,697882,2
"74",635905,1,"chr19","697916_698201_AluJr_SINE",84,698201,2
"75",635906,1,"chr19","698434_698730_AluSx3_SINE",82,698730,2
"76",635913,1,"chr19","704979_705271_AluY_SINE",82,705271,2
