"","X","Region","V1","V2","V3","End","Interval"
"1",237457,1,"chr6","212859_213155_AluSq2_SINE",82,213155,1
"2",237458,1,"chr6","228516_228798_AluSx1_SINE",81,228798,1
"3",237460,1,"chr6","234197_234479_AluSg_SINE",83,234479,1
"4",237461,1,"chr6","238811_239073_AluSz_SINE",83,239073,1
"5",237471,1,"chr6","263705_264000_AluSc_SINE",81,264000,1
"6",237472,1,"chr6","264164_264474_AluSx_SINE",81,264474,1
"7",237476,1,"chr6","280084_280391_AluY_SINE",82,280391,1
"8",237477,1,"chr6","286053_286350_AluSx_SINE",82,286350,1
"9",237478,1,"chr6","289729_290024_AluSx_SINE",81,290024,1
"10",237481,1,"chr6","329459_329751_AluSg_SINE",82,329751,1
"11",237485,1,"chr6","365362_365607_AluSp_SINE",80,365607,1
"12",237486,1,"chr6","368629_368919_AluSc5_SINE",81,368919,1
"13",237488,1,"chr6","402749_403027_AluSz6_SINE",81,403027,1
"14",237492,1,"chr6","442729_443031_AluSx_SINE",82,443031,1
"15",237493,1,"chr6","444324_444516_AluSc8_SINE",81,444516,1
"16",237494,1,"chr6","455547_455851_AluSc8_SINE",82,455851,1
"17",237498,1,"chr6","476620_476911_AluSq2_SINE",81,476911,1
"18",237499,1,"chr6","478457_478759_AluSg_SINE",81,478759,1
"19",237504,1,"chr6","538791_539091_AluSg7_SINE",81,539091,1
"20",237508,1,"chr6","561591_561881_AluSc_SINE",81,561881,1
"21",237511,1,"chr6","581011_581312_AluSz_SINE",82,581312,1
"22",237512,1,"chr6","587248_587543_AluY_SINE",82,587543,1
"23",237513,1,"chr6","588353_588651_AluSg_SINE",83,588651,1
"24",237514,1,"chr6","589830_590131_AluY_SINE",83,590131,1
"25",237516,1,"chr6","597181_597479_AluSg_SINE",81,597479,1
"26",237521,1,"chr6","635780_636091_AluSc_SINE",83,636091,1
"27",237522,1,"chr6","638651_638951_AluSg_SINE",80,638951,1
"28",237523,1,"chr6","651027_651332_AluY_SINE",85,651332,1
"29",237527,1,"chr6","671074_671336_AluSx_SINE",81,671336,2
"30",237534,1,"chr6","696800_697106_AluSc8_SINE",82,697106,2
"31",237536,1,"chr6","718970_719276_AluSq_SINE",82,719276,2
"32",237543,1,"chr6","759124_759434_AluY_SINE",90,759434,2
"33",237551,1,"chr6","791515_791817_AluSp_SINE",82,791817,2
"34",237552,1,"chr6","800563_800872_AluSq2_SINE",81,800872,2
"35",237554,1,"chr6","805347_805639_AluY_SINE",82,805639,2
"36",237562,1,"chr6","867816_868110_AluYg6_SINE",82,868110,2
"37",237564,1,"chr6","886296_886640_AluSc8_SINE",82,886640,2
"38",237566,1,"chr6","894644_894952_AluSx3_SINE",85,894952,2
"39",237567,1,"chr6","899903_900181_AluSq_SINE",80,900181,2
"40",237571,1,"chr6","915910_916217_AluSg_SINE",81,916217,2
"41",237572,1,"chr6","956678_956966_AluSc_SINE",81,956966,2
"42",237575,1,"chr6","977189_977497_AluY_SINE",82,977497,2
"43",237583,1,"chr6","1034561_1034871_AluSx1_SINE",81,1034871,2
"44",237585,1,"chr6","1046812_1047119_AluSc_SINE",81,1047119,2
"45",237591,1,"chr6","1076347_1076649_AluSx1_SINE",80,1076649,2
"46",237592,1,"chr6","1079385_1079680_AluSq_SINE",81,1079680,2
"47",237597,1,"chr6","1094284_1094588_AluSx1_SINE",81,1094588,2
"48",237605,1,"chr6","1179416_1179702_AluSg4_SINE",81,1179702,3
"49",237607,1,"chr6","1207568_1207863_AluSc8_SINE",86,1207863,3
"50",237609,1,"chr6","1233633_1233912_AluSx_SINE",82,1233912,3
"51",237612,1,"chr6","1253264_1253576_AluSc8_SINE",84,1253576,3
"52",237613,1,"chr6","1257350_1257657_AluY_SINE",81,1257657,3
"53",237625,1,"chr6","1333078_1333374_AluSg_SINE",81,1333374,3
"54",237628,1,"chr6","1338522_1338825_AluJb_SINE",84,1338825,3
"55",237636,1,"chr6","1360094_1360369_AluSz_SINE",81,1360369,3
"56",237638,1,"chr6","1368033_1368319_AluJb_SINE",79,1368319,3
"57",237639,1,"chr6","1377457_1377756_AluSg_SINE",80,1377756,3
"58",237640,1,"chr6","1397573_1397797_AluJr_SINE",80,1397797,3
"59",237652,1,"chr6","1444610_1444879_AluSz_SINE",81,1444879,3
"60",237655,1,"chr6","1455153_1455442_AluSx_SINE",81,1455442,3
"61",237656,1,"chr6","1461180_1461478_AluSx1_SINE",81,1461478,3
"62",237661,1,"chr6","1483328_1483608_AluSx_SINE",81,1483608,3
"63",237663,1,"chr6","1488963_1489258_AluSx_SINE",81,1489258,3
"64",237673,1,"chr6","1539754_1539963_AluSc8_SINE",81,1539963,3
"65",237680,1,"chr6","1555899_1556202_AluSp_SINE",80,1556202,3
"66",237682,1,"chr6","1559132_1559416_AluSx_SINE",81,1559416,3
"67",237689,1,"chr6","1586880_1587192_AluJr_SINE",85,1587192,3
"68",237693,1,"chr6","1642385_1642702_AluSz_SINE",83,1642702,3
"69",237696,1,"chr6","1652324_1652615_AluSq2_SINE",81,1652615,3
"70",237697,1,"chr6","1655014_1655312_AluSc_SINE",81,1655312,3
"71",237699,1,"chr6","1655755_1656037_AluSx1_SINE",82,1656037,3
"72",237704,1,"chr6","1675166_1675439_AluSp_SINE",80,1675439,4
"73",237705,1,"chr6","1675804_1676100_AluY_SINE",83,1676100,4
"74",237707,1,"chr6","1685348_1685625_AluSz_SINE",84,1685625,4
"75",237708,1,"chr6","1723563_1723820_AluY_SINE",85,1723820,4
"76",237710,1,"chr6","1740508_1740805_AluSz_SINE",81,1740805,4
"77",237711,1,"chr6","1742157_1742453_AluSg_SINE",81,1742453,4
"78",237713,1,"chr6","1749539_1749852_AluSz6_SINE",86,1749852,4
"79",237716,1,"chr6","1784425_1784653_AluSx1_SINE",81,1784653,4
"80",237721,1,"chr6","1818559_1818861_AluSq10_SINE",81,1818861,4
"81",237724,1,"chr6","1825960_1826271_AluSz6_SINE",81,1826271,4
"82",237726,1,"chr6","1836072_1836400_AluY_SINE",82,1836400,4
"83",237732,1,"chr6","1878266_1878572_AluY_SINE",84,1878572,4
"84",237735,1,"chr6","1893415_1893719_AluSx1_SINE",79,1893719,4
"85",237736,1,"chr6","1914408_1914730_AluY_SINE",82,1914730,4
"86",237738,1,"chr6","1928318_1928617_AluSc_SINE",81,1928617,4
