"","X","Region","V1","V2","V3","End","Interval"
"1",528304,1,"chr15","20054039_20054349_AluY_SINE",82,20054349,2
"2",528309,1,"chr15","20060583_20060862_AluY_SINE",84,20060862,2
"3",528316,1,"chr15","20082770_20083081_AluSq_SINE",81,20083081,2
"4",528323,1,"chr15","20141898_20142181_AluY_SINE",82,20142181,2
"5",528325,1,"chr15","20164882_20165175_AluSz_SINE",81,20165175,2
"6",528327,1,"chr15","20183765_20183992_AluSz_SINE",81,20183992,2
"7",528339,1,"chr15","20385308_20385619_AluY_SINE",82,20385619,2
"8",528340,1,"chr15","20407635_20407931_AluSg_SINE",81,20407931,2
"9",528342,1,"chr15","20422753_20423046_AluY_SINE",84,20423046,2
"10",528352,1,"chr15","20438259_20438558_AluSq2_SINE",81,20438558,2
"11",528353,1,"chr15","20439257_20439540_AluJb_SINE",82,20439540,2
"12",528359,1,"chr15","20444005_20444309_AluY_SINE",82,20444309,2
"13",528360,1,"chr15","20444922_20445149_AluSx1_SINE",81,20445149,2
"14",528370,1,"chr15","20451619_20451916_AluSz_SINE",78,20451916,2
"15",528379,1,"chr15","20462086_20462386_AluY_SINE",82,20462386,2
"16",528383,1,"chr15","20464468_20464757_AluSz_SINE",69,20464757,2
"17",528394,1,"chr15","20471764_20472075_AluSx1_SINE",81,20472075,2
"18",528395,1,"chr15","20472463_20472753_AluSq2_SINE",76,20472753,2
"19",528403,1,"chr15","20480184_20480447_AluJb_SINE",81,20480447,2
"20",528409,1,"chr15","20484763_20485089_AluY_SINE",105,20485089,2
"21",528415,1,"chr15","20498374_20498689_AluSq_SINE",81,20498689,2
"22",528416,1,"chr15","20499482_20499775_AluY_SINE",80,20499775,2
"23",528423,1,"chr15","20545327_20545495_AluSx_SINE",81,20545495,2
"24",528432,1,"chr15","20561113_20561424_AluSp_SINE",82,20561424,3
"25",528434,1,"chr15","20578430_20578738_AluY_SINE",99,20578738,3
"26",528437,1,"chr15","20604057_20604348_AluSz_SINE",84,20604348,3
"27",528444,1,"chr15","20701036_20701322_AluY_SINE",84,20701322,3
"28",528455,1,"chr15","20854019_20854305_AluSx_SINE",83,20854305,3
"29",528457,1,"chr15","20864668_20864978_AluSx3_SINE",82,20864978,3
"30",528470,1,"chr15","21141413_21141727_AluY_SINE",86,21141727,4
"31",528471,1,"chr15","21171508_21171815_AluY_SINE",83,21171815,4
"32",528483,1,"chr15","21394186_21394509_AluJo_SINE",97,21394509,4
"33",528484,1,"chr15","21912108_21912423_AluJb_SINE",79,21912423,5
"34",528491,1,"chr15","21951671_21951959_AluJb_SINE",82,21951959,5
"35",528493,1,"chr15","21962111_21962400_AluSx1_SINE",81,21962400,5
"36",528501,1,"chr15","22152587_22152906_AluY_SINE",87,22152906,5
"37",528504,1,"chr15","22334312_22334604_AluSp_SINE",88,22334604,5
"38",528513,1,"chr15","22411544_22411871_AluY_SINE",84,22411871,5
"39",528514,1,"chr15","22431288_22431562_AluY_SINE",82,22431562,6
"40",528515,1,"chr15","22447459_22447733_AluSg7_SINE",82,22447733,6
"41",528517,1,"chr15","22451000_22451293_AluSz_SINE",86,22451293,6
"42",528520,1,"chr15","22485903_22486200_AluY_SINE",83,22486200,6
"43",528521,1,"chr15","22502424_22502723_AluSq2_SINE",81,22502723,6
"44",528523,1,"chr15","22504325_22504635_AluSx_SINE",84,22504635,6
"45",528526,1,"chr15","22506441_22506732_AluSx_SINE",80,22506732,6
"46",528528,1,"chr15","22507256_22507568_AluSq2_SINE",82,22507568,6
"47",528531,1,"chr15","22508435_22508738_AluY_SINE",83,22508738,6
"48",528534,1,"chr15","22510753_22511052_AluSx_SINE",80,22511052,6
"49",528540,1,"chr15","22521921_22522202_AluY_SINE",82,22522202,6
"50",528543,1,"chr15","22525263_22525552_AluSq2_SINE",82,22525552,6
"51",528553,1,"chr15","22535372_22535674_AluSx_SINE",81,22535674,6
"52",528558,1,"chr15","22540615_22540897_AluSz_SINE",82,22540897,6
"53",528562,1,"chr15","22559449_22559743_AluSg_SINE",81,22559743,6
"54",528564,1,"chr15","22564438_22564740_AluSc8_SINE",82,22564740,6
"55",528570,1,"chr15","22577800_22578083_AluSq2_SINE",82,22578083,6
"56",528579,1,"chr15","22676834_22677135_AluY_SINE",82,22677135,6
"57",528593,1,"chr15","22782415_22782725_AluY_SINE",84,22782725,6
"58",528594,1,"chr15","22784752_22785064_AluJr4_SINE",83,22785064,6
"59",528595,1,"chr15","22785066_22785373_AluSg_SINE",81,22785373,6
"60",528597,1,"chr15","22793915_22794227_AluYk4_SINE",82,22794227,6
"61",528599,1,"chr15","22796040_22796339_AluSx1_SINE",81,22796339,6
"62",528603,1,"chr15","22804301_22804589_AluSx1_SINE",82,22804589,6
"63",528604,1,"chr15","22806147_22806448_AluY_SINE",82,22806448,6
"64",528613,1,"chr15","22818910_22819207_AluY_SINE",82,22819207,6
"65",528617,1,"chr15","22841452_22841751_AluSz6_SINE",80,22841751,6
"66",528622,1,"chr15","22847219_22847512_AluY_SINE",81,22847512,6
"67",528623,1,"chr15","22847870_22848165_AluJb_SINE",81,22848165,6
"68",528624,1,"chr15","22851943_22852161_AluSx1_SINE",81,22852161,6
"69",528625,1,"chr15","22852641_22852940_AluSg_SINE",81,22852940,6
"70",528629,1,"chr15","22859612_22859897_AluY_SINE",83,22859897,6
"71",528630,1,"chr15","22859991_22860243_AluSx3_SINE",82,22860243,6
"72",528633,1,"chr15","22861257_22861552_AluSq2_SINE",87,22861552,6
"73",528635,1,"chr15","22863500_22863794_AluY_SINE",82,22863794,6
"74",528639,1,"chr15","22871726_22872021_AluSx1_SINE",81,22872021,6
"75",528642,1,"chr15","22874151_22874442_AluSx_SINE",83,22874442,6
"76",528649,1,"chr15","22879225_22879539_AluSx_SINE",81,22879539,6
"77",528650,1,"chr15","22879671_22879959_AluSg_SINE",81,22879959,6
"78",528651,1,"chr15","22881672_22881964_AluSx_SINE",79,22881964,6
"79",528652,1,"chr15","22884318_22884616_AluY_SINE",85,22884616,6
"80",528665,1,"chr15","22894685_22894998_AluSz6_SINE",81,22894998,6
"81",528667,1,"chr15","22895847_22896150_AluSp_SINE",80,22896150,6
"82",528668,1,"chr15","22897301_22897595_AluSq2_SINE",79,22897595,6
"83",528672,1,"chr15","22900607_22900914_AluSx_SINE",81,22900914,6
"84",528678,1,"chr15","22907642_22907889_AluSx_SINE",81,22907889,6
"85",528679,1,"chr15","22909573_22909844_AluSx_SINE",80,22909844,6
"86",528683,1,"chr15","22914697_22914975_AluSq2_SINE",81,22914975,6
"87",528685,1,"chr15","22926418_22926708_AluSx1_SINE",81,22926708,6
"88",528691,1,"chr15","22935164_22935474_AluSx1_SINE",87,22935474,7
"89",528700,1,"chr15","22943414_22943716_AluSc_SINE",81,22943716,7
"90",528702,1,"chr15","22944618_22944923_AluY_SINE",84,22944923,7
"91",528717,1,"chr15","22966303_22966605_AluY_SINE",82,22966605,7
"92",528720,1,"chr15","22967328_22967541_AluSc8_SINE",83,22967541,7
"93",528722,1,"chr15","22972368_22972677_AluY_SINE",85,22972677,7
"94",528726,1,"chr15","22981620_22981925_AluSx_SINE",81,22981925,7
"95",528733,1,"chr15","23007570_23007862_AluY_SINE",82,23007862,7
"96",528742,1,"chr15","23015209_23015512_AluSz_SINE",81,23015512,7
"97",528743,1,"chr15","23015612_23015919_AluSx1_SINE",87,23015919,7
"98",528748,1,"chr15","23020586_23020883_AluSx_SINE",80,23020883,7
"99",528749,1,"chr15","23023206_23023504_AluY_SINE",86,23023504,7
"100",528755,1,"chr15","23029071_23029427_AluSx1_SINE",89,23029427,7
"101",528765,1,"chr15","23042197_23042505_AluSg_SINE",81,23042505,7
"102",528767,1,"chr15","23042862_23043165_AluSz_SINE",83,23043165,7
"103",528770,1,"chr15","23050209_23050521_AluSq_SINE",79,23050521,7
"104",528772,1,"chr15","23054271_23054552_AluSx1_SINE",82,23054552,7
"105",528774,1,"chr15","23055245_23055547_AluY_SINE",85,23055547,7
"106",528776,1,"chr15","23055857_23056166_AluSx_SINE",84,23056166,7
"107",528781,1,"chr15","23060400_23060698_AluSz_SINE",82,23060698,7
"108",528783,1,"chr15","23063310_23063601_AluSx_SINE",81,23063601,7
"109",528785,1,"chr15","23064979_23065263_AluY_SINE",88,23065263,7
"110",528789,1,"chr15","23068791_23069089_AluSx_SINE",82,23069089,7
"111",528793,1,"chr15","23072111_23072419_AluY_SINE",85,23072419,7
"112",528796,1,"chr15","23074529_23074829_AluY_SINE",82,23074829,7
"113",528797,1,"chr15","23074921_23075220_AluY_SINE",85,23075220,7
"114",528799,1,"chr15","23075557_23075851_AluY_SINE",85,23075851,7
"115",528800,1,"chr15","23079364_23079629_AluSx1_SINE",81,23079629,7
"116",528801,1,"chr15","23080094_23080396_AluSq2_SINE",81,23080396,7
"117",528804,1,"chr15","23082978_23083265_AluSx_SINE",80,23083265,7
"118",528806,1,"chr15","23084552_23084848_AluSc8_SINE",82,23084848,7
"119",528807,1,"chr15","23086972_23087282_AluY_SINE",82,23087282,7
"120",528810,1,"chr15","23088804_23089102_AluJb_SINE",82,23089102,7
"121",528811,1,"chr15","23089226_23089529_AluSg7_SINE",83,23089529,7
"122",528812,1,"chr15","23089616_23089925_AluY_SINE",82,23089925,7
"123",528813,1,"chr15","23089950_23090214_AluSg4_SINE",81,23090214,7
"124",528815,1,"chr15","23095048_23095385_AluY_SINE",83,23095385,7
"125",528818,1,"chr15","23106259_23106555_AluSx_SINE",81,23106555,7
"126",528828,2,"chr15","23122419_23122713_AluY_SINE",83,23122713,7
"127",528831,2,"chr15","23135851_23136155_AluSc_SINE",81,23136155,7
"128",528832,2,"chr15","23150129_23150428_AluSz6_SINE",83,23150428,7
"129",528833,2,"chr15","23150864_23151180_AluSg_SINE",81,23151180,7
"130",528836,2,"chr15","23169670_23169976_AluY_SINE",84,23169976,7
"131",528840,2,"chr15","23177339_23177640_AluSc5_SINE",80,23177640,7
"132",528841,2,"chr15","23184513_23184799_AluY_SINE",78,23184799,7
"133",528845,2,"chr15","23203539_23203854_AluSp_SINE",87,23203854,7
"134",528850,2,"chr15","23215867_23216160_AluY_SINE",82,23216160,7
"135",528853,2,"chr15","23234903_23235191_AluSc_SINE",81,23235191,7
"136",528854,2,"chr15","23235841_23236143_AluY_SINE",86,23236143,7
"137",528868,2,"chr15","23386608_23386902_AluSq2_SINE",83,23386902,7
"138",528872,2,"chr15","23426846_23427162_AluY_SINE",87,23427162,7
"139",528876,2,"chr15","23482744_23483054_AluY_SINE",84,23483054,8
"140",528880,2,"chr15","23624557_23624851_AluSq2_SINE",81,23624851,8
"141",528882,2,"chr15","23628152_23628458_AluSg_SINE",83,23628458,8
"142",528886,2,"chr15","23635911_23636209_AluSx1_SINE",87,23636209,8
"143",528889,2,"chr15","23637341_23637652_AluJb_SINE",86,23637652,8
"144",528901,2,"chr15","23654831_23655117_AluSx_SINE",73,23655117,8
"145",528911,2,"chr15","23665670_23665951_AluSz_SINE",81,23665951,8
"146",528924,2,"chr15","23693595_23693903_AluSx3_SINE",82,23693903,8
"147",528927,2,"chr15","23699124_23699430_AluY_SINE",85,23699430,8
"148",528931,2,"chr15","23707543_23707860_AluY_SINE",88,23707860,8
"149",528936,2,"chr15","23723444_23723756_AluY_SINE",83,23723756,8
"150",528937,2,"chr15","23726113_23726411_AluSx3_SINE",83,23726411,8
"151",528938,2,"chr15","23737268_23737528_AluSx_SINE",81,23737528,8
"152",528946,2,"chr15","23767459_23767752_AluY_SINE",82,23767752,8
"153",528948,2,"chr15","23775629_23775941_AluY_SINE",83,23775941,8
"154",528950,2,"chr15","23780204_23780509_AluY_SINE",88,23780509,8
"155",528966,2,"chr15","23846315_23846626_AluY_SINE",82,23846626,8
"156",528967,2,"chr15","23849848_23850145_AluY_SINE",82,23850145,8
"157",528968,2,"chr15","23851000_23851303_AluY_SINE",82,23851303,8
"158",528970,2,"chr15","23859622_23859923_AluSx4_SINE",81,23859923,8
"159",528972,2,"chr15","23861364_23861675_AluY_SINE",84,23861675,8
"160",528973,2,"chr15","23862535_23862837_AluY_SINE",82,23862837,8
"161",528974,2,"chr15","23863200_23863520_AluY_SINE",82,23863520,8
"162",528975,2,"chr15","23876137_23876430_AluY_SINE",86,23876430,8
"163",528977,2,"chr15","23878720_23879019_AluY_SINE",83,23879019,8
"164",528978,2,"chr15","23880721_23881018_AluY_SINE",85,23881018,8
"165",528981,2,"chr15","23882614_23882913_AluSx3_SINE",82,23882913,8
"166",528982,2,"chr15","23883123_23883434_AluY_SINE",82,23883434,8
"167",528983,2,"chr15","23886382_23886698_AluY_SINE",85,23886698,8
"168",528985,2,"chr15","23899878_23900177_AluY_SINE",83,23900177,8
"169",528988,2,"chr15","23909967_23910245_AluSc8_SINE",81,23910245,8
"170",528989,2,"chr15","23910245_23910549_AluY_SINE",81,23910549,8
"171",528990,2,"chr15","23912061_23912373_AluY_SINE",82,23912373,8
"172",528994,2,"chr15","23926765_23927074_AluY_SINE",81,23927074,8
"173",528996,2,"chr15","23927637_23927921_AluY_SINE",83,23927921,8
"174",529001,2,"chr15","23951836_23952147_AluSq2_SINE",81,23952147,9
"175",529004,2,"chr15","23968652_23968891_AluSx_SINE",81,23968891,9
"176",529008,2,"chr15","23973173_23973476_AluY_SINE",83,23973476,9
"177",529010,2,"chr15","23976410_23976720_AluSx_SINE",82,23976720,9
"178",529011,2,"chr15","23977283_23977583_AluY_SINE",82,23977583,9
"179",529013,2,"chr15","23978088_23978398_AluSx_SINE",82,23978398,9
"180",529018,2,"chr15","23991126_23991442_AluY_SINE",85,23991442,9
"181",529022,2,"chr15","23994921_23995232_AluY_SINE",83,23995232,9
"182",529034,2,"chr15","24067619_24067924_AluSp_SINE",81,24067924,9
"183",529037,2,"chr15","24072009_24072306_AluSq2_SINE",81,24072306,9
"184",529038,2,"chr15","24075781_24076071_AluSg4_SINE",81,24076071,9
"185",529039,2,"chr15","24079321_24079588_AluY_SINE",82,24079588,9
"186",529044,2,"chr15","24112482_24112765_AluY_SINE",81,24112765,9
"187",529046,2,"chr15","24119279_24119584_AluY_SINE",82,24119584,9
"188",529048,2,"chr15","24124960_24125250_AluY_SINE",85,24125250,9
"189",529054,2,"chr15","24133897_24134209_AluSz_SINE",83,24134209,9
"190",529056,2,"chr15","24134956_24135249_AluSc_SINE",81,24135249,9
"191",529057,2,"chr15","24136226_24136520_AluSz_SINE",81,24136520,9
"192",529059,2,"chr15","24140580_24140877_AluSx1_SINE",81,24140877,9
"193",529068,2,"chr15","24163141_24163444_AluSc_SINE",81,24163444,9
"194",529069,2,"chr15","24164767_24165070_AluY_SINE",82,24165070,9
"195",529070,2,"chr15","24167287_24167599_AluSp_SINE",80,24167599,9
"196",529074,2,"chr15","24174371_24174675_AluSz_SINE",80,24174675,9
"197",529075,2,"chr15","24184009_24184322_AluY_SINE",85,24184322,9
"198",529077,2,"chr15","24185363_24185663_AluSx_SINE",80,24185663,9
"199",529079,2,"chr15","24190982_24191290_AluY_SINE",80,24191290,9
"200",529081,2,"chr15","24192716_24193024_AluY_SINE",86,24193024,9
"201",529082,2,"chr15","24195464_24195783_AluSg_SINE",82,24195783,9
"202",529084,2,"chr15","24206227_24206536_AluSx_SINE",84,24206536,9
"203",529085,2,"chr15","24209622_24209903_AluY_SINE",83,24209903,9
"204",529086,2,"chr15","24210173_24210471_AluY_SINE",82,24210471,9
"205",529088,2,"chr15","24216509_24216807_AluSc_SINE",81,24216807,9
"206",529091,2,"chr15","24224826_24225099_AluSx3_SINE",74,24225099,9
"207",529096,2,"chr15","24233396_24233698_AluY_SINE",75,24233698,9
"208",529099,2,"chr15","24250523_24250829_AluSg_SINE",81,24250829,9
"209",529102,2,"chr15","24271065_24271366_AluY_SINE",83,24271366,9
"210",529103,2,"chr15","24274210_24274514_AluSq_SINE",81,24274514,9
"211",529108,2,"chr15","24316819_24317122_AluSx1_SINE",80,24317122,9
"212",529111,2,"chr15","24332831_24333054_AluSz_SINE",82,24333054,9
"213",529115,2,"chr15","24368705_24369012_AluY_SINE",82,24369012,9
"214",529118,2,"chr15","24377810_24378058_AluSx3_SINE",81,24378058,9
"215",529122,2,"chr15","24423202_24423496_AluY_SINE",81,24423496,9
"216",529127,2,"chr15","24446026_24446324_AluY_SINE",83,24446324,10
"217",529129,2,"chr15","24451248_24451558_AluYf4_SINE",82,24451558,10
"218",529137,2,"chr15","24509355_24509652_AluSc8_SINE",82,24509652,10
"219",529143,2,"chr15","24538953_24539204_AluSx3_SINE",84,24539204,10
"220",529146,2,"chr15","24547845_24548143_AluY_SINE",82,24548143,10
"221",529156,2,"chr15","24602487_24602782_AluSz_SINE",82,24602782,10
"222",529159,2,"chr15","24615369_24615659_AluSc8_SINE",82,24615659,10
"223",529162,2,"chr15","24638866_24639160_AluY_SINE",81,24639160,10
"224",529166,2,"chr15","24654655_24654903_AluSx3_SINE",81,24654903,10
"225",529172,2,"chr15","24699326_24699637_AluY_SINE",82,24699637,10
"226",529176,2,"chr15","24708229_24708478_AluSx3_SINE",82,24708478,10
"227",529184,2,"chr15","24746842_24747090_AluY_SINE",81,24747090,10
"228",529193,2,"chr15","24777982_24778265_AluSx3_SINE",87,24778265,10
"229",529209,2,"chr15","24875131_24875438_AluSc_SINE",81,24875438,10
"230",529211,2,"chr15","24894555_24894835_AluSg_SINE",81,24894835,10
"231",529212,2,"chr15","24920042_24920348_AluSx_SINE",81,24920348,10
"232",529217,2,"chr15","24984582_24984905_AluY_SINE",95,24984905,11
"233",529224,2,"chr15","25014042_25014334_AluY_SINE",82,25014334,11
"234",529250,2,"chr15","25072733_25073029_AluSg_SINE",81,25073029,11
"235",529257,2,"chr15","25083174_25083480_AluSc8_SINE",83,25083480,11
"236",529260,2,"chr15","25085996_25086285_AluSg7_SINE",80,25086285,11
"237",529263,2,"chr15","25089670_25089970_AluSx1_SINE",80,25089970,11
"238",529268,2,"chr15","25095460_25095761_AluSx1_SINE",81,25095761,11
"239",529276,2,"chr15","25116850_25117151_AluY_SINE",83,25117151,11
"240",529279,2,"chr15","25118592_25118893_AluY_SINE",82,25118893,11
"241",529281,2,"chr15","25124299_25124608_AluSx_SINE",83,25124608,11
"242",529286,2,"chr15","25134056_25134363_AluSx_SINE",81,25134363,11
"243",529287,2,"chr15","25134914_25135213_AluSx_SINE",81,25135213,11
"244",529288,2,"chr15","25135542_25135855_AluSx3_SINE",85,25135855,11
"245",529293,2,"chr15","25141629_25141869_AluY_SINE",83,25141869,11
"246",529298,2,"chr15","25149519_25149831_AluSx_SINE",81,25149831,11
"247",529301,2,"chr15","25151261_25151578_AluJb_SINE",88,25151578,11
"248",529302,2,"chr15","25152462_25152760_AluY_SINE",83,25152760,11
"249",529304,2,"chr15","25158085_25158386_AluSx_SINE",81,25158386,11
"250",529307,2,"chr15","25164295_25164593_AluY_SINE",84,25164593,11
"251",529309,2,"chr15","25175758_25176063_AluSg_SINE",80,25176063,11
"252",529326,2,"chr15","25188957_25189267_AluSz_SINE",81,25189267,11
"253",529331,2,"chr15","25195328_25195613_AluSg_SINE",81,25195613,11
"254",529334,2,"chr15","25196660_25196954_AluSz_SINE",81,25196954,11
"255",529337,2,"chr15","25208481_25208782_AluSg_SINE",81,25208782,11
"256",529340,2,"chr15","25212506_25212805_AluSx1_SINE",83,25212805,11
"257",529344,2,"chr15","25218539_25218846_AluSq_SINE",83,25218846,11
"258",529345,2,"chr15","25225550_25225857_AluY_SINE",82,25225857,11
"259",529348,2,"chr15","25240182_25240473_AluSg_SINE",81,25240473,11
"260",529349,2,"chr15","25242141_25242446_AluSq2_SINE",81,25242446,11
"261",529350,2,"chr15","25246012_25246315_AluSq_SINE",72,25246315,11
"262",529352,2,"chr15","25250102_25250404_AluY_SINE",82,25250404,11
"263",529359,2,"chr15","25257953_25258238_AluSx_SINE",81,25258238,11
"264",529374,2,"chr15","25359710_25359996_AluSx_SINE",80,25359996,11
"265",529377,2,"chr15","25409706_25409998_AluSp_SINE",80,25409998,11
"266",529382,2,"chr15","25519537_25519834_AluYk4_SINE",82,25519834,12
"267",529395,2,"chr15","25586629_25586945_AluSx1_SINE",80,25586945,12
"268",529399,2,"chr15","25602495_25602792_AluSc_SINE",80,25602792,12
"269",529401,2,"chr15","25606273_25606570_AluSg_SINE",81,25606570,12
"270",529402,2,"chr15","25609779_25610092_AluY_SINE",85,25610092,12
"271",529403,2,"chr15","25618623_25618923_AluSc_SINE",83,25618923,12
"272",529407,2,"chr15","25632386_25632691_AluY_SINE",83,25632691,12
"273",529412,2,"chr15","25676485_25676789_AluSx_SINE",81,25676789,12
"274",529416,2,"chr15","25714974_25715267_AluY_SINE",83,25715267,12
"275",529418,2,"chr15","25721426_25721725_AluSq2_SINE",81,25721725,12
"276",529423,2,"chr15","25734786_25735081_AluSx1_SINE",73,25735081,12
