"","X","Region","V1","V2","V3","End","Interval"
"1",583252,1,"chr17","9135_9434_AluSz_SINE",81,9434,1
"2",583253,1,"chr17","9769_10041_AluSg_SINE",81,10041,1
"3",583256,1,"chr17","37466_37762_AluSx1_SINE",87,37762,1
"4",583258,1,"chr17","39523_39818_AluSq_SINE",81,39818,1
"5",583267,1,"chr17","72698_73002_AluSx1_SINE",81,73002,1
"6",583268,1,"chr17","87656_87957_AluJb_SINE",72,87957,1
"7",583270,1,"chr17","89746_90043_AluSp_SINE",80,90043,1
"8",583272,1,"chr17","90568_90846_AluSx3_SINE",81,90846,1
"9",583274,1,"chr17","91629_91936_AluSz6_SINE",81,91936,1
"10",583275,1,"chr17","101749_102065_AluJb_SINE",84,102065,1
"11",583282,1,"chr17","127463_127770_AluJb_SINE",80,127770,1
"12",583288,1,"chr17","167892_168172_AluSx_SINE",80,168172,1
"13",583290,1,"chr17","176389_176649_AluSq2_SINE",81,176649,1
"14",583291,1,"chr17","178981_179273_AluSq2_SINE",84,179273,1
"15",583299,1,"chr17","215063_215362_AluSx1_SINE",82,215362,1
"16",583305,1,"chr17","224911_225213_AluSq2_SINE",81,225213,1
"17",583309,1,"chr17","240682_240970_AluSc8_SINE",82,240970,1
"18",583310,1,"chr17","242278_242547_AluSg_SINE",79,242547,1
"19",583313,1,"chr17","245556_245860_AluSz_SINE",81,245860,1
"20",583320,1,"chr17","258510_258830_AluSx3_SINE",96,258830,1
"21",583322,1,"chr17","265508_265800_AluSx1_SINE",80,265800,1
"22",583327,1,"chr17","271001_271308_AluSx1_SINE",80,271308,1
"23",583329,1,"chr17","274125_274419_AluSx1_SINE",81,274419,1
"24",583333,1,"chr17","277594_277872_AluJb_SINE",80,277872,1
"25",583339,1,"chr17","281626_281912_AluSq2_SINE",80,281912,1
"26",583345,1,"chr17","286705_287016_AluSx3_SINE",82,287016,1
"27",583347,1,"chr17","289177_289483_AluSx_SINE",81,289483,1
"28",583349,1,"chr17","293708_294016_AluSx1_SINE",81,294016,1
"29",583350,1,"chr17","294446_294742_AluJb_SINE",81,294742,1
"30",583353,1,"chr17","397252_397494_AluSx1_SINE",81,397494,1
"31",583356,1,"chr17","401433_401732_AluJb_SINE",81,401732,1
"32",583359,1,"chr17","404064_404351_AluJb_SINE",73,404351,1
"33",583363,1,"chr17","419609_419901_AluSc_SINE",78,419901,1
"34",583365,1,"chr17","425211_425506_AluJb_SINE",81,425506,1
"35",583377,1,"chr17","443425_443744_AluJo_SINE",101,443744,1
"36",583378,1,"chr17","445935_446233_AluSx1_SINE",80,446233,1
"37",583383,1,"chr17","456814_457109_AluSq_SINE",80,457109,1
"38",583384,1,"chr17","457651_457960_AluSq2_SINE",80,457960,1
"39",583388,1,"chr17","461425_461598_AluY_SINE",82,461598,1
"40",583391,1,"chr17","466522_466836_AluSx_SINE",79,466836,1
