"","X","Region","V1","V2","V3","End","Interval"
"1",447026,1,"chr12","164696_164901_AluY_SINE",83,164901,1
"2",447044,1,"chr12","326819_327115_AluY_SINE",83,327115,1
"3",447045,1,"chr12","343701_343983_AluSz_SINE",81,343983,1
"4",447055,1,"chr12","370810_371113_AluSx1_SINE",81,371113,1
"5",447057,1,"chr12","384373_384620_AluSz6_SINE",81,384620,1
"6",447075,1,"chr12","446812_447108_AluSx1_SINE",81,447108,1
"7",447076,1,"chr12","448066_448361_AluSp_SINE",79,448361,1
"8",447079,1,"chr12","451626_451927_AluSz_SINE",83,451927,1
"9",447080,1,"chr12","458187_458485_AluSq2_SINE",80,458485,1
"10",447090,1,"chr12","469159_469449_AluSz_SINE",82,469449,1
"11",447093,1,"chr12","473669_473974_AluY_SINE",82,473974,1
"12",447098,1,"chr12","487441_487731_AluJo_SINE",83,487731,1
"13",447099,1,"chr12","489153_489443_AluSz_SINE",81,489443,1
"14",447104,1,"chr12","491811_492115_AluSq2_SINE",81,492115,1
"15",447115,1,"chr12","512654_512957_AluJb_SINE",80,512957,1
"16",447119,1,"chr12","516948_517252_AluY_SINE",82,517252,1
"17",447120,1,"chr12","518089_518401_AluSx3_SINE",82,518401,1
"18",447124,1,"chr12","520342_520645_AluSx_SINE",87,520645,1
"19",447126,1,"chr12","522405_522704_AluY_SINE",85,522704,1
"20",447132,1,"chr12","526798_527078_AluSx_SINE",69,527078,1
"21",447137,1,"chr12","535009_535328_AluSx_SINE",81,535328,1
"22",447139,1,"chr12","536153_536427_AluSg_SINE",81,536427,1
"23",447154,1,"chr12","552557_552850_AluSc_SINE",81,552850,1
"24",447159,1,"chr12","557206_557510_AluY_SINE",83,557510,1
"25",447163,1,"chr12","563267_563562_AluY_SINE",69,563562,2
"26",447167,1,"chr12","580590_580915_AluSx_SINE",81,580915,2
"27",447173,1,"chr12","592580_592861_AluJb_SINE",82,592861,2
"28",447185,1,"chr12","606304_606608_AluSp_SINE",80,606608,2
"29",447186,1,"chr12","610031_610334_AluSx_SINE",82,610334,2
"30",447188,1,"chr12","612998_613296_AluSx_SINE",81,613296,2
"31",447189,1,"chr12","614060_614357_AluSq_SINE",84,614357,2
"32",447190,1,"chr12","615792_616101_AluY_SINE",82,616101,2
"33",447192,1,"chr12","624368_624662_AluY_SINE",86,624662,2
"34",447193,1,"chr12","625022_625328_AluY_SINE",91,625328,2
"35",447200,1,"chr12","664061_664373_AluSz_SINE",81,664373,2
"36",447203,1,"chr12","682189_682492_AluSx1_SINE",82,682492,2
"37",447207,1,"chr12","694018_694308_AluSx3_SINE",83,694308,2
"38",447208,1,"chr12","701584_701882_AluSq2_SINE",80,701882,2
"39",447213,1,"chr12","709437_709742_AluSx_SINE",84,709742,2
