"","X","Region","V1","V2","V3","End","Interval"
"1",379703,1,"chr10","100714_100994_AluSg7_SINE",81,100994,1
"2",379705,1,"chr10","109022_109315_AluY_SINE",85,109315,1
"3",379708,1,"chr10","113355_113664_AluSc8_SINE",82,113664,1
"4",379712,1,"chr10","116969_117282_AluSz_SINE",84,117282,1
"5",379718,1,"chr10","120298_120595_AluSc_SINE",81,120595,1
"6",379719,1,"chr10","120806_121122_AluSq2_SINE",81,121122,1
"7",379726,1,"chr10","148795_149099_AluY_SINE",84,149099,1
"8",379728,1,"chr10","156378_156695_AluSx1_SINE",81,156695,1
"9",379730,1,"chr10","159765_160059_AluSx1_SINE",80,160059,1
"10",379732,1,"chr10","160911_161207_AluY_SINE",82,161207,1
"11",379735,1,"chr10","174969_175267_AluSc_SINE",81,175267,1
"12",379736,1,"chr10","176776_177067_AluJb_SINE",80,177067,1
"13",379738,1,"chr10","185644_185945_AluSz6_SINE",81,185945,1
"14",379746,1,"chr10","231944_232250_AluY_SINE",84,232250,1
"15",379756,1,"chr10","284294_284595_AluY_SINE",82,284595,1
"16",379759,1,"chr10","289523_289811_AluY_SINE",82,289811,1
"17",379762,1,"chr10","306036_306355_AluY_SINE",86,306355,1
"18",379763,1,"chr10","306383_306674_AluSg7_SINE",77,306674,1
"19",379764,1,"chr10","307407_307689_AluSc_SINE",81,307689,1
"20",379767,1,"chr10","341219_341530_AluYk4_SINE",82,341530,1
"21",379769,1,"chr10","370923_371228_AluY_SINE",82,371228,1
"22",379775,1,"chr10","388947_389239_AluSc8_SINE",82,389239,1
"23",379778,1,"chr10","399338_399618_AluSz_SINE",83,399618,1
"24",379779,1,"chr10","401734_402039_AluSx1_SINE",85,402039,1
"25",379781,1,"chr10","418009_418314_AluSz_SINE",80,418314,1
"26",379799,1,"chr10","591934_592242_AluSx1_SINE",81,592242,2
"27",379805,1,"chr10","619361_619644_AluSz_SINE",82,619644,2
"28",379808,1,"chr10","637058_637364_AluSx1_SINE",81,637364,2
"29",379809,1,"chr10","642168_642465_AluSq2_SINE",67,642465,2
"30",379810,1,"chr10","657953_658247_AluSx1_SINE",79,658247,2
"31",379814,1,"chr10","689172_689478_AluY_SINE",83,689478,2
"32",379816,1,"chr10","713011_713190_AluSx1_SINE",81,713190,2
"33",379817,1,"chr10","731621_731918_AluSx1_SINE",80,731918,2
"34",379818,1,"chr10","737744_738036_AluSx3_SINE",83,738036,2
"35",379821,1,"chr10","748383_748683_AluSq2_SINE",82,748683,2
"36",379833,1,"chr10","791073_791378_AluY_SINE",82,791378,2
"37",379838,1,"chr10","814503_814795_AluSz6_SINE",81,814795,2
"38",379844,1,"chr10","843933_844234_AluSq2_SINE",81,844234,2
"39",379847,1,"chr10","859741_860040_AluSc8_SINE",82,860040,2
"40",379849,1,"chr10","872932_873229_AluY_SINE",83,873229,2
"41",379851,1,"chr10","881638_881888_AluSg4_SINE",81,881888,2
"42",379861,1,"chr10","906814_907108_AluY_SINE",82,907108,2
"43",379863,1,"chr10","913518_913826_AluSz_SINE",81,913826,2
"44",379864,1,"chr10","919889_920199_AluSx3_SINE",82,920199,2
"45",379865,1,"chr10","922043_922348_AluSp_SINE",79,922348,2
"46",379873,1,"chr10","933977_934289_AluSz6_SINE",81,934289,2
"47",379875,1,"chr10","935637_935885_AluSx1_SINE",73,935885,2
