"","X","Region","V1","V2","V3","End","Interval"
"1",274492,1,"chr7","50399_50691_AluSg_SINE",81,50691,1
"2",274505,1,"chr7","212180_212472_AluSz_SINE",81,212472,1
"3",274513,1,"chr7","321879_322150_AluSg_SINE",81,322150,1
"4",274514,1,"chr7","324143_324440_AluSq2_SINE",80,324440,1
"5",274520,1,"chr7","356313_356615_AluY_SINE",82,356615,1
"6",274521,1,"chr7","360729_361026_AluSc5_SINE",84,361026,1
"7",274524,1,"chr7","368851_369158_AluSx_SINE",81,369158,1
"8",274525,1,"chr7","369366_369659_AluY_SINE",82,369659,1
"9",274526,1,"chr7","371486_371733_AluSq2_SINE",84,371733,1
"10",274531,1,"chr7","405047_405361_AluSx1_SINE",82,405361,1
"11",274536,1,"chr7","426026_426321_AluSq2_SINE",86,426321,1
"12",274538,1,"chr7","452894_453211_AluSq2_SINE",92,453211,1
"13",274541,1,"chr7","470548_470868_AluY_SINE",83,470868,1
"14",274544,1,"chr7","488845_489145_AluSz_SINE",81,489145,1
"15",274550,1,"chr7","532946_533250_AluSx1_SINE",83,533250,1
"16",274556,1,"chr7","570097_570404_AluY_SINE",84,570404,2
"17",274563,1,"chr7","587416_587716_AluSx1_SINE",83,587716,2
"18",274569,1,"chr7","618306_618618_AluSx_SINE",81,618618,2
"19",274577,1,"chr7","654780_655089_AluY_SINE",82,655089,2
"20",274578,1,"chr7","656628_656923_AluSg_SINE",81,656923,2
"21",274582,1,"chr7","665361_665674_AluSq2_SINE",83,665674,2
"22",274589,1,"chr7","674280_674576_AluSx1_SINE",81,674576,2
"23",274592,1,"chr7","678431_678746_AluSx1_SINE",81,678746,2
"24",274594,1,"chr7","679519_679820_AluSx3_SINE",81,679820,2
"25",274619,1,"chr7","729650_729945_AluSz_SINE",80,729945,2
"26",274620,1,"chr7","731754_732048_AluSq2_SINE",81,732048,2
"27",274623,1,"chr7","735909_736210_AluSq_SINE",81,736210,2
"28",274625,1,"chr7","742179_742503_AluY_SINE",82,742503,2
"29",274626,1,"chr7","743001_743309_AluY_SINE",84,743309,2
"30",274630,1,"chr7","745384_745674_AluSq_SINE",80,745674,2
"31",274635,1,"chr7","750270_750573_AluSz_SINE",80,750573,2
"32",274636,1,"chr7","756646_756955_AluSq_SINE",79,756955,2
"33",274637,1,"chr7","758001_758293_AluSx_SINE",81,758293,2
"34",274645,1,"chr7","789336_789635_AluSx_SINE",81,789635,2
"35",274647,1,"chr7","791207_791510_AluSx1_SINE",82,791510,2
"36",274651,1,"chr7","801841_802141_AluSx_SINE",82,802141,2
"37",274652,1,"chr7","806595_806895_AluY_SINE",82,806895,2
"38",274653,1,"chr7","809582_809888_AluSx_SINE",81,809888,2
"39",274658,1,"chr7","830373_830668_AluSg_SINE",81,830668,2
"40",274661,1,"chr7","833027_833346_AluSg_SINE",94,833346,2
"41",274662,1,"chr7","833437_833733_AluSx1_SINE",81,833733,2
"42",274665,1,"chr7","838263_838574_AluSz_SINE",83,838574,2
"43",274670,1,"chr7","842214_842559_AluSz_SINE",81,842559,2
"44",274673,1,"chr7","845520_845821_AluJr_SINE",81,845821,2
"45",274674,1,"chr7","845821_846125_AluY_SINE",85,846125,2
"46",274676,1,"chr7","846536_846830_AluSc8_SINE",82,846830,2
"47",274685,1,"chr7","854398_854629_AluSq2_SINE",81,854629,2
"48",274689,1,"chr7","864699_864998_AluY_SINE",86,864998,2
"49",274691,1,"chr7","866655_866962_AluSz_SINE",81,866962,2
"50",274692,1,"chr7","867103_867402_AluY_SINE",82,867402,2
"51",274697,1,"chr7","874430_874732_AluSx1_SINE",81,874732,2
"52",274700,1,"chr7","880881_881178_AluY_SINE",81,881178,2
"53",274701,1,"chr7","885738_886043_AluSg_SINE",81,886043,2
"54",274703,1,"chr7","889846_890104_AluSc8_SINE",83,890104,2
"55",274707,1,"chr7","903902_904210_AluSp_SINE",87,904210,2
"56",274713,1,"chr7","911031_911320_AluSc_SINE",83,911320,2
"57",274716,1,"chr7","920507_920801_AluSx1_SINE",81,920801,2
"58",274733,1,"chr7","989840_990142_AluY_SINE",83,990142,2
"59",274736,1,"chr7","995179_995474_AluSq2_SINE",81,995474,2
"60",274737,1,"chr7","996065_996376_AluSz_SINE",81,996376,2
"61",274739,1,"chr7","999278_999574_AluSg_SINE",81,999574,2
"62",274746,1,"chr7","1013319_1013618_AluSx1_SINE",81,1013618,2
"63",274747,1,"chr7","1014282_1014593_AluSz_SINE",81,1014593,2
"64",274753,1,"chr7","1021094_1021378_AluSc_SINE",81,1021378,2
"65",274754,1,"chr7","1029134_1029432_AluSx3_SINE",83,1029432,2
"66",274756,1,"chr7","1038090_1038380_AluSz_SINE",81,1038380,2
"67",274757,1,"chr7","1044648_1044937_AluSc8_SINE",82,1044937,2
"68",274758,1,"chr7","1058590_1058847_AluSx_SINE",81,1058847,2
"69",274766,1,"chr7","1129097_1129338_AluJb_SINE",85,1129338,3
"70",274767,1,"chr7","1148531_1148820_AluSx1_SINE",82,1148820,3
"71",274771,1,"chr7","1165715_1166025_AluY_SINE",83,1166025,3
"72",274777,1,"chr7","1174222_1174541_AluY_SINE",83,1174541,3
"73",274783,1,"chr7","1182281_1182580_AluSx3_SINE",84,1182580,3
"74",274785,1,"chr7","1184341_1184641_AluSx1_SINE",82,1184641,3
"75",274789,1,"chr7","1193298_1193599_AluSx1_SINE",82,1193599,3
"76",274790,1,"chr7","1194474_1194786_AluSg_SINE",81,1194786,3
"77",274799,1,"chr7","1208449_1208761_AluSq2_SINE",80,1208761,3
"78",274817,1,"chr7","1230414_1230714_AluY_SINE",83,1230714,3
"79",274820,1,"chr7","1232632_1232881_AluSx1_SINE",83,1232881,3
"80",274821,1,"chr7","1234279_1234585_AluY_SINE",83,1234585,3
"81",274824,1,"chr7","1238493_1238779_AluSx_SINE",81,1238779,3
"82",274826,1,"chr7","1241979_1242286_AluSx1_SINE",81,1242286,3
"83",274831,1,"chr7","1246605_1246902_AluSx1_SINE",82,1246902,3
"84",274836,1,"chr7","1249455_1249749_AluSz_SINE",82,1249749,3
"85",274838,1,"chr7","1251887_1252198_AluSz_SINE",81,1252198,3
"86",274841,1,"chr7","1253707_1254003_AluSg_SINE",81,1254003,3
"87",274849,1,"chr7","1261398_1261679_AluSx3_SINE",82,1261679,3
"88",274861,1,"chr7","1323294_1323592_AluSx_SINE",81,1323592,3
"89",274866,1,"chr7","1350110_1350399_AluSc8_SINE",81,1350399,3
"90",274885,1,"chr7","1399011_1399331_AluSx_SINE",83,1399331,3
"91",274886,1,"chr7","1402367_1402659_AluSq2_SINE",80,1402659,3
"92",274893,1,"chr7","1414730_1415040_AluY_SINE",82,1415040,3
"93",274894,1,"chr7","1416387_1416668_AluSx1_SINE",81,1416668,3
"94",274895,1,"chr7","1417717_1418012_AluSx1_SINE",83,1418012,3
"95",274903,1,"chr7","1438315_1438623_AluSz_SINE",81,1438623,3
"96",274910,1,"chr7","1449633_1449936_AluY_SINE",83,1449936,3
"97",274913,1,"chr7","1457494_1457794_AluSx1_SINE",81,1457794,3
"98",274914,1,"chr7","1460231_1460534_AluSz_SINE",81,1460534,3
"99",274918,1,"chr7","1475408_1475718_AluY_SINE",83,1475718,3
"100",274920,1,"chr7","1488943_1489149_AluSx3_SINE",82,1489149,3
"101",274921,1,"chr7","1495935_1496273_AluSx_SINE",81,1496273,3
"102",274923,1,"chr7","1504624_1504928_AluSx_SINE",81,1504928,3
"103",274928,1,"chr7","1540638_1540948_AluSx_SINE",81,1540948,3
"104",274929,1,"chr7","1544482_1544765_AluSx1_SINE",83,1544765,3
"105",274935,1,"chr7","1552077_1552372_AluSz_SINE",81,1552372,3
"106",274936,1,"chr7","1553735_1553999_AluSc8_SINE",92,1553999,3
"107",274939,1,"chr7","1556726_1557034_AluSg_SINE",81,1557034,3
