"","X","Region","V1","V2","V3","End","Interval"
"1",4,1,"chr1","87125_87413_AluJo_SINE",85,87413,1
"2",9,1,"chr1","229855_230047_AluJb_SINE",81,230047,1
"3",20,1,"chr1","710306_710610_AluSp_SINE",80,710610,2
"4",22,1,"chr1","712979_713252_AluSx_SINE",81,713252,2
"5",31,1,"chr1","825380_825704_AluSc8_SINE",82,825704,2
"6",36,1,"chr1","837881_838168_AluSq2_SINE",74,838168,2
"7",39,1,"chr1","889927_890225_AluJo_SINE",75,890225,2
"8",43,1,"chr1","921469_921769_AluY_SINE",83,921769,2
"9",45,1,"chr1","922663_922960_AluSq_SINE",85,922960,2
"10",50,1,"chr1","925678_925916_AluSq2_SINE",80,925916,2
"11",53,1,"chr1","927510_927849_AluSx_SINE",92,927849,2
"12",55,1,"chr1","929421_929714_AluSz_SINE",81,929714,2
"13",58,1,"chr1","937795_938004_AluSx3_SINE",82,938004,2
"14",60,1,"chr1","942687_942997_AluSq_SINE",81,942997,2
"15",61,1,"chr1","943895_944203_AluSq2_SINE",80,944203,2
"16",70,1,"chr1","954256_954496_AluSx1_SINE",80,954496,2
"17",72,1,"chr1","992853_993165_AluSx1_SINE",80,993165,2
"18",75,1,"chr1","996352_996653_AluSq_SINE",80,996653,2
"19",85,1,"chr1","1038205_1038522_AluSq2_SINE",95,1038522,3
"20",89,1,"chr1","1040985_1041279_AluY_SINE",75,1041279,3
"21",93,1,"chr1","1053110_1053411_AluJo_SINE",85,1053411,3
"22",95,1,"chr1","1056002_1056297_AluSx_SINE",81,1056297,3
"23",97,1,"chr1","1062326_1062634_AluSx3_SINE",81,1062634,3
"24",101,1,"chr1","1083148_1083450_AluJo_SINE",78,1083450,3
"25",105,1,"chr1","1121462_1121768_AluSx1_SINE",81,1121768,3
"26",107,1,"chr1","1122728_1123029_AluSx1_SINE",81,1123029,3
"27",109,1,"chr1","1126195_1126498_AluSq2_SINE",84,1126498,3
"28",110,1,"chr1","1128424_1128725_AluY_SINE",82,1128725,3
"29",113,1,"chr1","1130362_1130671_AluSz_SINE",81,1130671,3
"30",116,1,"chr1","1145204_1145508_AluSx1_SINE",80,1145508,3
"31",120,1,"chr1","1186736_1187032_AluSx_SINE",80,1187032,3
"32",121,1,"chr1","1187129_1187412_AluSg_SINE",73,1187412,3
"33",126,1,"chr1","1200005_1200272_AluSx_SINE",81,1200272,3
"34",129,1,"chr1","1201919_1202219_AluY_SINE",88,1202219,3
"35",131,1,"chr1","1204837_1205143_AluSq_SINE",84,1205143,3
"36",132,1,"chr1","1207072_1207384_AluSp_SINE",80,1207384,3
"37",133,1,"chr1","1211864_1212154_AluSz_SINE",80,1212154,3
"38",134,1,"chr1","1212506_1212801_AluSx_SINE",82,1212801,3
"39",135,1,"chr1","1212928_1213223_AluY_SINE",83,1213223,3
"40",139,1,"chr1","1214780_1215080_AluY_SINE",82,1215080,3
"41",140,1,"chr1","1215562_1215862_AluYf4_SINE",82,1215862,3
"42",141,1,"chr1","1218132_1218429_AluY_SINE",82,1218429,3
"43",142,1,"chr1","1218796_1219099_AluSp_SINE",80,1219099,3
"44",148,1,"chr1","1252487_1252800_AluSq_SINE",84,1252800,3
"45",149,1,"chr1","1253244_1253549_AluY_SINE",85,1253549,3
"46",154,1,"chr1","1298981_1299281_AluY_SINE",85,1299281,3
"47",159,1,"chr1","1303096_1303397_AluY_SINE",82,1303397,3
"48",161,1,"chr1","1304134_1304432_AluSx_SINE",81,1304432,3
"49",162,1,"chr1","1304539_1304834_AluY_SINE",79,1304834,3
"50",164,1,"chr1","1305183_1305476_AluY_SINE",82,1305476,3
"51",167,1,"chr1","1311080_1311388_AluSx1_SINE",81,1311388,3
"52",169,1,"chr1","1314502_1314736_AluSz_SINE",81,1314736,3
"53",170,1,"chr1","1314990_1315308_AluY_SINE",85,1315308,3
"54",172,1,"chr1","1318443_1318712_AluSx1_SINE",81,1318712,3
"55",174,1,"chr1","1319626_1319934_AluSc8_SINE",81,1319934,3
"56",177,1,"chr1","1323620_1323923_AluSc_SINE",81,1323923,3
"57",181,1,"chr1","1329847_1330156_AluSx_SINE",81,1330156,3
"58",182,1,"chr1","1330156_1330466_AluSc_SINE",81,1330466,3
"59",183,1,"chr1","1331276_1331589_AluSx1_SINE",83,1331589,3
"60",184,1,"chr1","1331650_1331944_AluSx_SINE",80,1331944,3
"61",187,1,"chr1","1338226_1338535_AluY_SINE",83,1338535,3
"62",191,1,"chr1","1339873_1340151_AluSc8_SINE",82,1340151,3
"63",205,1,"chr1","1360560_1360860_AluSc_SINE",86,1360860,3
"64",206,1,"chr1","1364098_1364399_AluY_SINE",82,1364399,3
"65",207,1,"chr1","1365247_1365537_AluJb_SINE",78,1365537,3
"66",208,1,"chr1","1378313_1378622_AluY_SINE",83,1378622,3
"67",211,1,"chr1","1381098_1381392_AluSx3_SINE",82,1381392,3
"68",214,1,"chr1","1382782_1383086_AluSx_SINE",81,1383086,3
"69",217,1,"chr1","1385427_1385721_AluY_SINE",81,1385721,3
"70",218,1,"chr1","1386424_1386714_AluY_SINE",84,1386714,3
"71",219,1,"chr1","1386723_1387025_AluSx1_SINE",81,1387025,3
"72",220,1,"chr1","1389023_1389320_AluSp_SINE",82,1389320,3
"73",222,1,"chr1","1392692_1393003_AluY_SINE",84,1393003,3
"74",224,1,"chr1","1393357_1393660_AluSz_SINE",83,1393660,3
"75",231,1,"chr1","1399869_1400129_AluSq2_SINE",81,1400129,3
"76",232,1,"chr1","1400263_1400568_AluSx_SINE",81,1400568,3
"77",235,1,"chr1","1401645_1401937_AluY_SINE",83,1401937,3
"78",236,1,"chr1","1405581_1405791_AluSx_SINE",82,1405791,3
"79",237,1,"chr1","1408208_1408500_AluSx3_SINE",84,1408500,3
"80",242,1,"chr1","1411895_1412186_AluY_SINE",82,1412186,3
"81",245,1,"chr1","1413057_1413383_AluSp_SINE",79,1413383,3
"82",252,1,"chr1","1423377_1423635_AluSz_SINE",83,1423635,3
"83",259,1,"chr1","1428037_1428341_AluSx3_SINE",82,1428341,3
"84",260,1,"chr1","1432964_1433253_AluSc8_SINE",82,1433253,3
"85",261,1,"chr1","1433402_1433699_AluSq2_SINE",80,1433699,3
"86",265,1,"chr1","1435273_1435577_AluSx_SINE",81,1435577,3
"87",269,1,"chr1","1437887_1438191_AluSx_SINE",81,1438191,3
"88",270,1,"chr1","1439361_1439665_AluSx_SINE",81,1439665,3
"89",274,1,"chr1","1450473_1450756_AluSx1_SINE",81,1450756,3
"90",276,1,"chr1","1452091_1452391_AluSx1_SINE",81,1452391,3
"91",278,1,"chr1","1456402_1456708_AluY_SINE",84,1456708,3
"92",281,1,"chr1","1460793_1461093_AluY_SINE",82,1461093,3
"93",306,1,"chr1","1501950_1502249_AluY_SINE",84,1502249,3
"94",309,1,"chr1","1504269_1504583_AluSx_SINE",83,1504583,3
"95",311,1,"chr1","1507174_1507474_AluY_SINE",83,1507474,3
"96",320,1,"chr1","1519322_1519607_AluSp_SINE",70,1519607,3
"97",325,1,"chr1","1523628_1523859_AluY_SINE",86,1523859,3
"98",327,1,"chr1","1524269_1524537_AluSx_SINE",77,1524537,3
