"","X","Region","V1","V2","V3","End","Interval"
"1",671625,1,"chr20","73602_73907_AluSq_SINE",82,73907,1
"2",671629,1,"chr20","81914_82224_AluY_SINE",81,82224,1
"3",671630,1,"chr20","106703_106998_AluSg_SINE",81,106998,1
"4",671631,1,"chr20","107611_107912_AluSx3_SINE",81,107912,1
"5",671635,1,"chr20","133325_133589_AluJr_SINE",69,133589,1
"6",671638,1,"chr20","152279_152589_AluY_SINE",83,152589,1
"7",671639,1,"chr20","152589_152890_AluSx1_SINE",81,152890,1
"8",671642,1,"chr20","160111_160410_AluSq2_SINE",81,160410,1
"9",671645,1,"chr20","207356_207655_AluSz_SINE",81,207655,1
"10",671647,1,"chr20","212384_212716_AluY_SINE",88,212716,1
"11",671654,1,"chr20","229101_229396_AluSc_SINE",81,229396,1
"12",671655,1,"chr20","229447_229743_AluSq10_SINE",81,229743,1
"13",671656,1,"chr20","229776_230080_AluSx_SINE",81,230080,1
"14",671660,1,"chr20","232790_233087_AluSx1_SINE",81,233087,1
"15",671663,1,"chr20","241826_242140_AluSp_SINE",85,242140,1
"16",671665,1,"chr20","245654_245964_AluSx1_SINE",81,245964,1
"17",671666,1,"chr20","248453_248756_AluSx1_SINE",80,248756,1
"18",671667,1,"chr20","249554_249848_AluJb_SINE",81,249848,1
"19",671671,1,"chr20","253619_253915_AluJb_SINE",81,253915,1
"20",671674,1,"chr20","263229_263521_AluSx1_SINE",82,263521,1
"21",671675,1,"chr20","263950_264244_AluSz_SINE",81,264244,1
"22",671676,1,"chr20","265214_265499_AluSx1_SINE",82,265499,1
"23",671681,1,"chr20","273160_273467_AluSq_SINE",85,273467,1
"24",671702,1,"chr20","301621_301928_AluY_SINE",86,301928,1
"25",671713,1,"chr20","319973_320263_AluSq2_SINE",80,320263,1
"26",671718,1,"chr20","325291_325539_AluSq2_SINE",80,325539,1
"27",671726,1,"chr20","338077_338388_AluSp_SINE",80,338388,1
"28",671732,1,"chr20","343597_343893_AluJb_SINE",81,343893,1
"29",671733,1,"chr20","345122_345426_AluSx1_SINE",83,345426,1
"30",671734,1,"chr20","346438_346728_AluSq2_SINE",83,346728,1
"31",671738,1,"chr20","350019_350324_AluSx_SINE",81,350324,1
"32",671739,1,"chr20","350739_351040_AluJb_SINE",82,351040,1
"33",671751,1,"chr20","365000_365305_AluSc_SINE",81,365305,1
"34",671754,1,"chr20","367219_367482_AluSg_SINE",81,367482,1
"35",671761,1,"chr20","378892_379194_AluSx3_SINE",90,379194,1
"36",671762,1,"chr20","379614_379934_AluSx_SINE",81,379934,1
"37",671763,1,"chr20","380450_380747_AluSz_SINE",81,380747,1
"38",671764,1,"chr20","382051_382358_AluSc_SINE",81,382358,1
"39",671774,1,"chr20","403663_403947_AluSp_SINE",80,403947,1
"40",671776,1,"chr20","406267_406567_AluSg_SINE",81,406567,1
"41",671784,1,"chr20","423459_423761_AluY_SINE",83,423761,1
"42",671785,1,"chr20","424495_424790_AluSq2_SINE",88,424790,1
"43",671790,1,"chr20","429052_429350_AluSx4_SINE",81,429350,1
"44",671793,1,"chr20","431906_432218_AluSx1_SINE",84,432218,1
"45",671797,1,"chr20","433834_434142_AluSp_SINE",82,434142,1
"46",671800,1,"chr20","435996_436291_AluSx_SINE",81,436291,1
"47",671809,1,"chr20","446381_446686_AluSx_SINE",81,446686,1
"48",671810,1,"chr20","447664_447963_AluY_SINE",82,447963,1
"49",671817,1,"chr20","465428_465739_AluSx1_SINE",81,465739,1
"50",671818,1,"chr20","465837_466126_AluSz_SINE",81,466126,1
"51",671820,1,"chr20","471048_471346_AluSg7_SINE",83,471346,1
"52",671822,1,"chr20","472329_472594_AluY_SINE",83,472594,1
"53",671826,1,"chr20","484539_484850_AluSx_SINE",82,484850,1
"54",671828,1,"chr20","490233_490520_AluJb_SINE",82,490520,1
"55",671830,1,"chr20","491734_491997_AluJb_SINE",82,491997,1
"56",671834,1,"chr20","501154_501427_AluSz_SINE",81,501427,1
"57",671837,1,"chr20","504253_504525_AluY_SINE",82,504525,1
