"","X","Region","V1","V2","V3","End","Interval"
"1",415500,1,"chr11","213662_213961_AluSc_SINE",85,213961,1
"2",415503,1,"chr11","225131_225442_AluSc8_SINE",81,225442,1
"3",415504,1,"chr11","226402_226707_AluSx_SINE",81,226707,1
"4",415512,1,"chr11","234403_234714_AluY_SINE",83,234714,1
"5",415514,1,"chr11","240101_240411_AluSq2_SINE",82,240411,1
"6",415519,1,"chr11","246222_246509_AluSg7_SINE",81,246509,1
"7",415527,1,"chr11","262992_263284_AluSp_SINE",80,263284,1
"8",415535,1,"chr11","286730_287036_AluY_SINE",82,287036,1
"9",415540,1,"chr11","304713_305022_AluY_SINE",82,305022,1
"10",415541,1,"chr11","307491_307788_AluY_SINE",85,307788,1
"11",415551,1,"chr11","338068_338370_AluSx_SINE",83,338370,1
"12",415554,1,"chr11","344579_344894_AluY_SINE",89,344894,1
"13",415567,1,"chr11","423923_424193_AluSx_SINE",66,424193,1
"14",415579,1,"chr11","458201_458504_AluY_SINE",83,458504,1
"15",415581,1,"chr11","462886_463192_AluSc_SINE",81,463192,1
"16",415582,1,"chr11","463215_463442_AluY_SINE",80,463442,1
"17",415586,1,"chr11","466399_466708_AluSz_SINE",82,466708,1
"18",415590,1,"chr11","470578_470887_AluSg_SINE",81,470887,1
"19",415595,1,"chr11","480804_481101_AluY_SINE",84,481101,1
"20",415601,1,"chr11","496387_496687_AluY_SINE",82,496687,1
"21",415603,1,"chr11","505628_505865_AluJb_SINE",82,505865,1
"22",415607,1,"chr11","508761_509062_AluSq_SINE",82,509062,1
"23",415611,1,"chr11","513981_514293_AluSx_SINE",83,514293,1
"24",415612,1,"chr11","514294_514580_AluSx3_SINE",82,514580,1
"25",415615,1,"chr11","516111_516405_AluSz6_SINE",81,516405,1
"26",415616,1,"chr11","518187_518481_AluY_SINE",82,518481,1
"27",415617,1,"chr11","520327_520618_AluSz_SINE",79,520618,1
"28",415619,1,"chr11","521633_521924_AluY_SINE",83,521924,1
"29",415621,1,"chr11","522746_522968_AluSx_SINE",81,522968,1
"30",415624,1,"chr11","524814_525109_AluSc_SINE",86,525109,1
"31",415629,1,"chr11","526654_526956_AluSx1_SINE",81,526956,1
"32",415632,1,"chr11","539074_539384_AluY_SINE",87,539384,1
"33",415642,1,"chr11","564562_564863_AluSx1_SINE",82,564863,1
"34",415644,1,"chr11","570270_570579_AluSx_SINE",83,570579,1
"35",415647,1,"chr11","572576_572878_AluSx_SINE",81,572878,1
"36",415648,1,"chr11","578858_579138_AluSx_SINE",81,579138,1
"37",415650,1,"chr11","582260_582518_AluSz_SINE",85,582518,1
"38",415655,1,"chr11","585856_586159_AluSx_SINE",80,586159,1
"39",415670,1,"chr11","604502_604801_AluSx1_SINE",81,604801,2
"40",415677,1,"chr11","631663_631953_AluSx1_SINE",81,631953,2
"41",415681,1,"chr11","633248_633542_AluSg_SINE",81,633542,2
"42",415682,1,"chr11","634252_634546_AluY_SINE",84,634546,2
"43",415686,1,"chr11","645318_645617_AluSp_SINE",82,645617,2
"44",415690,1,"chr11","648196_648493_AluY_SINE",83,648493,2
"45",415694,1,"chr11","650098_650399_AluSx1_SINE",81,650399,2
"46",415698,1,"chr11","652355_652652_AluSz_SINE",81,652652,2
"47",415708,1,"chr11","666440_666726_AluSc8_SINE",82,666726,2
"48",415712,1,"chr11","667830_668119_AluSz6_SINE",81,668119,2
"49",415720,1,"chr11","673245_673557_AluSx1_SINE",82,673557,2
"50",415724,1,"chr11","676534_676802_AluSx1_SINE",80,676802,2
"51",415726,1,"chr11","677672_677980_AluSx3_SINE",91,677980,2
