"","X","Region","V1","V2","V3","End","Interval"
"1",317201,1,"chr8","165486_165750_AluJb_SINE",81,165750,1
"2",317204,1,"chr8","171733_172030_AluJb_SINE",81,172030,1
"3",317221,1,"chr8","197391_197690_AluY_SINE",82,197690,1
"4",317222,1,"chr8","197753_198040_AluSz_SINE",80,198040,1
"5",317231,1,"chr8","308404_308720_AluY_SINE",83,308720,1
"6",317234,1,"chr8","345573_345875_AluSx3_SINE",81,345875,1
"7",317236,1,"chr8","388059_388358_AluSz_SINE",85,388358,1
"8",317245,1,"chr8","462143_462449_AluSc8_SINE",92,462449,1
"9",317248,1,"chr8","498557_498865_AluSc8_SINE",82,498865,1
"10",317259,1,"chr8","624296_624603_AluSz6_SINE",82,624603,2
"11",317262,1,"chr8","648214_648518_AluSz_SINE",81,648518,2
"12",317265,1,"chr8","657195_657505_AluSx1_SINE",81,657505,2
"13",317270,1,"chr8","715886_716192_AluSg_SINE",81,716192,2
"14",317273,1,"chr8","722332_722622_AluSx_SINE",81,722622,2
"15",317276,1,"chr8","734925_735251_AluY_SINE",92,735251,2
"16",317281,1,"chr8","766911_767163_AluY_SINE",83,767163,2
"17",317285,1,"chr8","797499_797808_AluSz_SINE",81,797808,2
"18",317286,1,"chr8","799797_800078_AluSg_SINE",81,800078,2
"19",317299,1,"chr8","896269_896562_AluY_SINE",82,896562,2
"20",317300,1,"chr8","900609_900923_AluSx3_SINE",85,900923,2
"21",317303,1,"chr8","903184_903491_AluSg7_SINE",81,903491,2
"22",317304,1,"chr8","910237_910534_AluSx_SINE",77,910534,2
"23",317316,1,"chr8","1066539_1066825_AluJb_SINE",81,1066825,3
"24",317319,1,"chr8","1199881_1200176_AluSg_SINE",81,1200176,3
"25",317328,1,"chr8","1275729_1276029_AluY_SINE",82,1276029,3
"26",317336,1,"chr8","1369849_1370161_AluSg_SINE",81,1370161,3
"27",317339,1,"chr8","1389573_1389874_AluSc_SINE",81,1389874,3
"28",317345,1,"chr8","1433908_1434198_AluSx1_SINE",80,1434198,3
"29",317348,1,"chr8","1457216_1457510_AluSc8_SINE",81,1457510,3
"30",317357,1,"chr8","1537612_1537863_AluJb_SINE",94,1537863,3
"31",317363,1,"chr8","1595454_1595684_AluY_SINE",85,1595684,4
"32",317365,1,"chr8","1614556_1614859_AluSx1_SINE",80,1614859,4
"33",317366,1,"chr8","1620380_1620693_AluSx_SINE",77,1620693,4
"34",317374,1,"chr8","1662103_1662401_AluY_SINE",83,1662401,4
"35",317377,1,"chr8","1672073_1672383_AluY_SINE",82,1672383,4
"36",317382,1,"chr8","1682016_1682315_AluSz6_SINE",81,1682315,4
"37",317383,1,"chr8","1682959_1683266_AluSx1_SINE",81,1683266,4
"38",317385,1,"chr8","1685255_1685546_AluY_SINE",83,1685546,4
"39",317386,1,"chr8","1687093_1687368_AluSg_SINE",81,1687368,4
"40",317387,1,"chr8","1688050_1688349_AluSx1_SINE",81,1688349,4
"41",317388,1,"chr8","1689598_1689910_AluSc8_SINE",82,1689910,4
"42",317394,1,"chr8","1699316_1699613_AluSq_SINE",80,1699613,4
"43",317396,1,"chr8","1701770_1702074_AluSq2_SINE",83,1702074,4
"44",317398,1,"chr8","1704846_1705148_AluSq2_SINE",81,1705148,4
"45",317404,1,"chr8","1720072_1720401_AluSx_SINE",83,1720401,4
"46",317406,1,"chr8","1729239_1729552_AluSz_SINE",81,1729552,4
"47",317407,1,"chr8","1730298_1730610_AluSz_SINE",81,1730610,4
"48",317408,1,"chr8","1732169_1732466_AluSz_SINE",80,1732466,4
"49",317415,1,"chr8","1753708_1754020_AluSq_SINE",81,1754020,4
"50",317433,1,"chr8","1827713_1828018_AluJb_SINE",81,1828018,4
"51",317436,1,"chr8","1853004_1853313_AluSz6_SINE",89,1853313,4
"52",317448,1,"chr8","1927513_1927803_AluSz_SINE",81,1927803,4
"53",317451,1,"chr8","1932445_1932752_AluY_SINE",81,1932752,4
"54",317458,1,"chr8","1963109_1963356_AluY_SINE",83,1963356,4
"55",317463,1,"chr8","1980149_1980422_AluSg_SINE",81,1980422,4
"56",317464,1,"chr8","1996868_1997203_AluY_SINE",84,1997203,4
"57",317469,1,"chr8","2022531_2022836_AluSz_SINE",81,2022836,4
"58",317472,1,"chr8","2042216_2042496_AluSc_SINE",81,2042496,4
"59",317474,1,"chr8","2045346_2045656_AluSx1_SINE",83,2045656,4
"60",317476,1,"chr8","2052114_2052416_AluY_SINE",85,2052416,4
"61",317479,1,"chr8","2064554_2064852_AluY_SINE",84,2064852,4
"62",317480,1,"chr8","2073470_2073785_AluSc_SINE",83,2073785,5
"63",317486,1,"chr8","2099851_2100119_AluSx1_SINE",81,2100119,5
"64",317487,1,"chr8","2101124_2101420_AluSx1_SINE",89,2101420,5
"65",317490,1,"chr8","2109821_2110064_AluJb_SINE",98,2110064,5
"66",317491,1,"chr8","2111352_2111659_AluSz_SINE",87,2111659,5
"67",317492,1,"chr8","2125696_2125984_AluSx1_SINE",81,2125984,5
"68",317496,1,"chr8","2166330_2166645_AluSq2_SINE",84,2166645,5
"69",317500,1,"chr8","2211191_2211473_AluSg_SINE",79,2211473,5
"70",317502,1,"chr8","2214331_2214628_AluSx1_SINE",82,2214628,5
"71",317503,1,"chr8","2217374_2217684_AluY_SINE",82,2217684,5
"72",317504,1,"chr8","2222993_2223291_AluSx_SINE",81,2223291,5
"73",317509,1,"chr8","2240567_2240876_AluY_SINE",82,2240876,5
"74",317511,1,"chr8","2242742_2243054_AluSx1_SINE",81,2243054,5
"75",317513,1,"chr8","2261353_2261655_AluSx1_SINE",81,2261655,5
"76",317515,1,"chr8","2279216_2279521_AluY_SINE",82,2279521,5
"77",317520,1,"chr8","2344606_2344918_AluY_SINE",83,2344918,5
"78",317522,1,"chr8","2346956_2347274_AluY_SINE",81,2347274,5
"79",317530,1,"chr8","2404221_2404529_AluSq2_SINE",82,2404529,5
"80",317531,1,"chr8","2405477_2405792_AluSx1_SINE",84,2405792,5
