"","X","Region","V1","V2","V3","End","Interval"
"1",199982,1,"chr5","98989_99282_AluSx3_SINE",82,99282,1
"2",199984,1,"chr5","109289_109536_AluSx_SINE",88,109536,1
"3",199988,1,"chr5","124966_125250_AluSx_SINE",81,125250,1
"4",199991,1,"chr5","135499_135797_AluY_SINE",83,135797,1
"5",199992,1,"chr5","145541_145773_AluJo_SINE",82,145773,1
"6",199996,1,"chr5","170415_170714_AluSg_SINE",80,170714,1
"7",199997,1,"chr5","183593_183859_AluY_SINE",80,183859,1
"8",199999,1,"chr5","203065_203374_AluSx_SINE",81,203374,1
"9",NA,1,NA,NA,NA,NA,NA
"10",200002,1,"chr5","220930_221227_AluY_SINE",83,221227,1
"11",200005,1,"chr5","230457_230763_AluSz_SINE",80,230763,1
"12",200007,1,"chr5","232324_232635_AluJb_SINE",91,232635,1
"13",200012,1,"chr5","253547_253849_AluSz_SINE",77,253849,1
"14",200013,1,"chr5","265040_265335_AluSq_SINE",80,265335,1
"15",200019,1,"chr5","277408_277714_AluY_SINE",82,277714,1
"16",200020,1,"chr5","292361_292673_AluSx1_SINE",81,292673,1
"17",200027,1,"chr5","326892_327181_AluSz_SINE",81,327181,1
"18",200034,1,"chr5","341118_341429_AluSx_SINE",81,341429,1
"19",200036,1,"chr5","361084_361368_AluSg7_SINE",81,361368,1
"20",200040,1,"chr5","393741_394042_AluSz_SINE",81,394042,1
"21",200043,1,"chr5","410312_410626_AluJr_SINE",96,410626,1
"22",200044,1,"chr5","412824_413053_AluSx_SINE",81,413053,1
"23",200045,1,"chr5","414098_414403_AluSg_SINE",81,414403,1
"24",200048,1,"chr5","441614_441928_AluY_SINE",86,441928,1
"25",200050,1,"chr5","446689_447001_AluSx1_SINE",80,447001,1
"26",200053,1,"chr5","462938_463248_AluSp_SINE",80,463248,1
"27",200055,1,"chr5","481008_481291_AluSz_SINE",81,481291,1
"28",200061,1,"chr5","508949_509236_AluJb_SINE",80,509236,1
"29",200069,1,"chr5","560084_560377_AluSc_SINE",81,560377,2
"30",200072,1,"chr5","600109_600409_AluY_SINE",84,600409,2
"31",200073,1,"chr5","605833_606135_AluSz_SINE",84,606135,2
"32",200074,1,"chr5","613492_613782_AluSx_SINE",82,613782,2
"33",200076,1,"chr5","615241_615544_AluSq2_SINE",81,615544,2
"34",200084,1,"chr5","728854_729142_AluSz_SINE",72,729142,2
"35",200087,1,"chr5","813169_813469_AluSz_SINE",72,813469,2
"36",200091,1,"chr5","875464_875761_AluY_SINE",83,875761,2
"37",200106,1,"chr5","970908_971206_AluY_SINE",82,971206,2
"38",200107,1,"chr5","973698_974001_AluSc_SINE",83,974001,2
