"","X","Region","V1","V2","V3","End","Interval"
"1",690558,1,"chr21","9418075_9418396_AluSz6_SINE",89,9418396,1
"2",690562,1,"chr21","9574579_9574876_AluYc3_SINE",82,9574876,1
"3",690565,1,"chr21","9578741_9579048_AluYf4_SINE",82,9579048,1
"4",690568,1,"chr21","9647269_9647564_AluSg_SINE",81,9647564,1
"5",690569,1,"chr21","9652365_9652657_AluY_SINE",82,9652657,1
"6",690570,1,"chr21","9654924_9655213_AluSz_SINE",81,9655213,1
"7",690571,1,"chr21","9662523_9662821_AluSp_SINE",80,9662821,1
"8",690578,1,"chr21","9676896_9677170_AluSq_SINE",83,9677170,1
"9",690579,1,"chr21","9677294_9677588_AluY_SINE",82,9677588,1
"10",690581,1,"chr21","9752953_9753244_AluY_SINE",82,9753244,1
"11",690610,1,"chr21","10211771_10212078_AluSg7_SINE",85,10212078,2
"12",690611,1,"chr21","10426848_10427159_AluY_SINE",98,10427159,3
"13",690624,1,"chr21","10572127_10572441_AluSq_SINE",82,10572441,3
"14",690628,1,"chr21","10586265_10586584_AluSp_SINE",80,10586584,3
"15",690629,1,"chr21","10589669_10589960_AluY_SINE",85,10589960,3
"16",690632,1,"chr21","10618367_10618648_AluSq2_SINE",80,10618648,3
"17",690636,1,"chr21","10867799_10868092_AluSz_SINE",81,10868092,3
"18",690637,1,"chr21","10868548_10868834_AluSq_SINE",81,10868834,3
"19",690660,1,"chr21","10952553_10952865_AluSx1_SINE",81,10952865,4
"20",690661,1,"chr21","10967783_10968058_AluSx3_SINE",82,10968058,4
"21",690662,1,"chr21","10969156_10969445_AluYb8_SINE",85,10969445,4
"22",690663,1,"chr21","10972416_10972727_AluSx3_SINE",80,10972727,4
"23",690664,1,"chr21","10992845_10993141_AluSg4_SINE",83,10993141,4
"24",690670,1,"chr21","11000087_11000394_AluYf5_SINE",82,11000394,4
"25",690681,1,"chr21","11050657_11050955_AluSz_SINE",81,11050955,4
"26",690682,1,"chr21","11055824_11056136_AluSx3_SINE",82,11056136,4
"27",690688,1,"chr21","11070185_11070481_AluSx1_SINE",82,11070481,4
"28",690693,1,"chr21","11074254_11074531_AluSz_SINE",81,11074531,4
"29",690697,1,"chr21","11079797_11080070_AluSx1_SINE",81,11080070,4
"30",690698,1,"chr21","11080143_11080443_AluSx_SINE",81,11080443,4
"31",690701,1,"chr21","11086827_11087136_AluSx_SINE",81,11087136,4
"32",690715,1,"chr21","11110731_11111007_AluSx_SINE",81,11111007,4
"33",690725,1,"chr21","11126216_11126527_AluSz_SINE",81,11126527,4
"34",690730,1,"chr21","11132290_11132582_AluSg7_SINE",88,11132582,4
"35",690733,1,"chr21","11134515_11134809_AluY_SINE",78,11134809,4
"36",690739,1,"chr21","11139598_11139896_AluY_SINE",83,11139896,4
"37",690742,1,"chr21","11170310_11170606_AluSx1_SINE",87,11170606,4
"38",690747,1,"chr21","11182493_11182788_AluSx1_SINE",81,11182788,4
"39",690750,1,"chr21","14372391_14372714_AluSc_SINE",90,14372714,5
"40",690752,1,"chr21","14373161_14373440_AluY_SINE",82,14373440,5
"41",690755,1,"chr21","14379748_14380033_AluY_SINE",86,14380033,5
"42",690763,1,"chr21","14407165_14407470_AluY_SINE",86,14407470,5
"43",690767,1,"chr21","14416324_14416634_AluSc5_SINE",82,14416634,5
"44",690768,1,"chr21","14426726_14427021_AluY_SINE",82,14427021,5
"45",690770,1,"chr21","14442427_14442724_AluSx4_SINE",81,14442724,5
"46",690783,1,"chr21","14514471_14514750_AluSq2_SINE",80,14514750,5
"47",690791,1,"chr21","14605683_14605994_AluY_SINE",78,14605994,5
"48",690792,1,"chr21","14616254_14616556_AluY_SINE",83,14616556,5
"49",690797,1,"chr21","14627329_14627629_AluY_SINE",83,14627629,5
"50",690801,1,"chr21","14633943_14634239_AluY_SINE",82,14634239,5
"51",690807,1,"chr21","14684362_14684664_AluY_SINE",85,14684664,5
"52",690825,1,"chr21","14816364_14816647_AluSx_SINE",82,14816647,5
"53",690850,1,"chr21","14890797_14891095_AluSg_SINE",81,14891095,6
"54",690854,1,"chr21","14944128_14944353_AluY_SINE",82,14944353,6
"55",690857,1,"chr21","14956764_14957072_AluSx1_SINE",96,14957072,6
"56",690865,1,"chr21","15286837_15287134_AluSg_SINE",81,15287134,6
"57",690867,1,"chr21","15297851_15298177_AluSq2_SINE",80,15298177,6
"58",690875,1,"chr21","15335922_15336233_AluSx_SINE",81,15336233,6
"59",690882,1,"chr21","15375997_15376281_AluY_SINE",82,15376281,7
"60",690886,1,"chr21","15393144_15393432_AluSg_SINE",81,15393432,7
"61",690887,1,"chr21","15403911_15404223_AluY_SINE",86,15404223,7
"62",690890,1,"chr21","15426810_15427025_AluSx_SINE",81,15427025,7
"63",690893,1,"chr21","15450041_15450334_AluSx4_SINE",81,15450334,7
"64",690895,1,"chr21","15457907_15458174_AluSz_SINE",83,15458174,7
"65",690897,1,"chr21","15459459_15459752_AluSz_SINE",81,15459752,7
"66",690900,1,"chr21","15466090_15466423_AluSx_SINE",82,15466423,7
"67",690901,1,"chr21","15469592_15469901_AluSq2_SINE",81,15469901,7
"68",690903,1,"chr21","15474708_15474993_AluSx_SINE",78,15474993,7
"69",690904,1,"chr21","15475903_15476195_AluSq_SINE",80,15476195,7
"70",690911,1,"chr21","15524392_15524652_AluSc8_SINE",82,15524652,7
"71",690914,1,"chr21","15557916_15558216_AluSx1_SINE",86,15558216,7
"72",690923,1,"chr21","15641255_15641562_AluSc_SINE",81,15641562,7
"73",690924,1,"chr21","15642201_15642506_AluSg_SINE",81,15642506,7
"74",690925,1,"chr21","15648745_15649040_AluSx1_SINE",81,15649040,7
"75",690926,1,"chr21","15654977_15655290_AluY_SINE",85,15655290,7
"76",690927,1,"chr21","15656209_15656478_AluY_SINE",85,15656478,7
"77",690930,1,"chr21","15675598_15675932_AluSp_SINE",80,15675932,7
"78",690931,1,"chr21","15693962_15694257_AluY_SINE",83,15694257,7
"79",690933,1,"chr21","15705203_15705481_AluSz_SINE",81,15705481,7
"80",690934,1,"chr21","15715557_15715867_AluY_SINE",82,15715867,7
"81",690941,1,"chr21","15748495_15748756_AluY_SINE",82,15748756,7
"82",690946,1,"chr21","15821463_15821776_AluSp_SINE",82,15821776,7
"83",690949,1,"chr21","15853611_15853920_AluSx_SINE",81,15853920,7
"84",690960,1,"chr21","15937333_15937624_AluSz_SINE",82,15937624,8
"85",690962,1,"chr21","15950778_15951026_AluSg_SINE",81,15951026,8
"86",690968,1,"chr21","16008881_16009204_AluSc8_SINE",81,16009204,8
"87",690974,1,"chr21","16065429_16065639_AluY_SINE",83,16065639,8
"88",690977,1,"chr21","16096440_16096744_AluSc8_SINE",82,16096744,8
"89",690981,1,"chr21","16105601_16105903_AluY_SINE",82,16105903,8
"90",690982,1,"chr21","16116451_16116767_AluSc8_SINE",80,16116767,8
"91",690987,1,"chr21","16140989_16141290_AluSx1_SINE",81,16141290,8
"92",690991,1,"chr21","16184195_16184486_AluY_SINE",74,16184486,8
"93",690994,1,"chr21","16240327_16240622_AluSq2_SINE",83,16240622,8
"94",690995,1,"chr21","16245023_16245328_AluSc_SINE",81,16245328,8
"95",690996,1,"chr21","16253505_16253845_AluSx1_SINE",83,16253845,8
"96",690997,1,"chr21","16255053_16255369_AluSq_SINE",85,16255369,8
"97",691000,1,"chr21","16270092_16270394_AluY_SINE",82,16270394,8
"98",691003,1,"chr21","16275063_16275355_AluSc5_SINE",81,16275355,8
"99",691004,1,"chr21","16278437_16278749_AluY_SINE",82,16278749,8
"100",691006,1,"chr21","16292406_16292724_AluSx1_SINE",81,16292724,8
"101",691007,1,"chr21","16312276_16312582_AluSx_SINE",83,16312582,8
"102",691008,1,"chr21","16314056_16314358_AluYc_SINE",85,16314358,8
"103",691009,1,"chr21","16318877_16319200_AluSx_SINE",81,16319200,8
"104",691012,1,"chr21","16342584_16342885_AluSx_SINE",81,16342885,8
"105",691019,1,"chr21","16384768_16385070_AluSg_SINE",81,16385070,9
"106",691023,1,"chr21","16419580_16419873_AluY_SINE",81,16419873,9
"107",691027,1,"chr21","16482217_16482524_AluSz_SINE",81,16482524,9
"108",691028,1,"chr21","16487198_16487449_AluSz_SINE",81,16487449,9
"109",691034,1,"chr21","16518473_16518766_AluY_SINE",81,16518766,9
"110",691036,1,"chr21","16536335_16536637_AluY_SINE",81,16536637,9
"111",691041,1,"chr21","16565119_16565394_AluY_SINE",73,16565394,9
"112",691043,1,"chr21","16566934_16567231_AluSz6_SINE",80,16567231,9
"113",691044,1,"chr21","16574476_16574772_AluY_SINE",83,16574772,9
"114",691047,1,"chr21","16599695_16600005_AluSz_SINE",90,16600005,9
"115",691059,1,"chr21","16642906_16643217_AluSx1_SINE",88,16643217,9
"116",691073,1,"chr21","16723413_16723721_AluSz_SINE",81,16723721,9
"117",691079,1,"chr21","16776808_16777124_AluSx1_SINE",81,16777124,9
"118",691080,1,"chr21","16785650_16785952_AluJb_SINE",81,16785952,9
"119",691085,1,"chr21","16842306_16842612_AluSg_SINE",81,16842612,9
"120",691091,1,"chr21","16916174_16916473_AluSq2_SINE",82,16916473,10
"121",691099,1,"chr21","16964003_16964278_AluSq_SINE",81,16964278,10
"122",691108,1,"chr21","17017681_17017974_AluSc8_SINE",81,17017974,10
"123",691109,1,"chr21","17019025_17019320_AluY_SINE",83,17019320,10
"124",691110,1,"chr21","17028662_17028941_AluY_SINE",82,17028941,10
"125",691115,1,"chr21","17045820_17046131_AluY_SINE",86,17046131,10
"126",691127,1,"chr21","17092555_17092870_AluY_SINE",81,17092870,10
