"","X","Region","V1","V2","V3","End","Interval"
"1",163823,1,"chr4","44157_44478_AluSp_SINE",80,44478,1
"2",163824,1,"chr4","45515_45797_AluSq2_SINE",82,45797,1
"3",163825,1,"chr4","46097_46405_AluSq2_SINE",82,46405,1
"4",163834,1,"chr4","77892_78199_AluY_SINE",82,78199,1
"5",163839,1,"chr4","87604_87907_AluSx3_SINE",82,87907,1
"6",163843,1,"chr4","96542_96836_AluSc_SINE",81,96836,1
"7",163846,1,"chr4","99185_99439_AluY_SINE",82,99439,1
"8",163852,1,"chr4","122645_122950_AluY_SINE",83,122950,1
"9",163853,1,"chr4","123900_124192_AluSx1_SINE",81,124192,1
"10",163856,1,"chr4","136982_137267_AluSg7_SINE",78,137267,1
"11",163861,1,"chr4","144891_145187_AluSx_SINE",84,145187,1
"12",163865,1,"chr4","152815_153125_AluSx3_SINE",82,153125,1
"13",163868,1,"chr4","166563_166862_AluSc_SINE",72,166862,1
"14",163873,1,"chr4","184549_184832_AluSg_SINE",81,184832,1
"15",163874,1,"chr4","184933_185240_AluSx_SINE",84,185240,1
"16",163882,1,"chr4","220729_221034_AluSx1_SINE",81,221034,1
"17",163883,1,"chr4","222379_222676_AluY_SINE",82,222676,1
"18",163886,1,"chr4","225109_225419_AluSx3_SINE",81,225419,1
"19",163888,1,"chr4","234011_234293_AluSp_SINE",80,234293,1
"20",163894,1,"chr4","244739_245040_AluY_SINE",82,245040,1
"21",163895,1,"chr4","248835_249136_AluY_SINE",82,249136,1
"22",163898,1,"chr4","259782_260076_AluSc_SINE",81,260076,1
"23",163900,1,"chr4","261641_261933_AluSg_SINE",81,261933,1
"24",163901,1,"chr4","263358_263658_AluY_SINE",82,263658,1
"25",163903,1,"chr4","272945_273246_AluY_SINE",90,273246,1
"26",163908,1,"chr4","280659_280948_AluY_SINE",81,280948,1
"27",163912,1,"chr4","290778_291077_AluSg_SINE",81,291077,1
"28",163916,1,"chr4","306116_306422_AluY_SINE",86,306422,1
"29",163917,1,"chr4","306432_306732_AluSp_SINE",80,306732,1
"30",163918,1,"chr4","307089_307381_AluSg_SINE",81,307381,1
"31",163919,1,"chr4","312177_312477_AluSc_SINE",81,312477,1
"32",163920,1,"chr4","313554_313871_AluSq2_SINE",82,313871,1
"33",163923,1,"chr4","316918_317225_AluSq10_SINE",82,317225,1
"34",163926,1,"chr4","319759_320075_AluSp_SINE",86,320075,1
"35",163930,1,"chr4","326794_327051_AluSc5_SINE",81,327051,1
"36",163932,1,"chr4","334855_335149_AluSx3_SINE",83,335149,1
"37",163935,1,"chr4","341128_341427_AluY_SINE",82,341427,1
"38",163943,1,"chr4","349739_350038_AluSg4_SINE",81,350038,1
"39",163945,1,"chr4","350749_351042_AluJr_SINE",84,351042,1
"40",163947,1,"chr4","351969_352273_AluSq2_SINE",79,352273,1
"41",163953,1,"chr4","362033_362330_AluSz_SINE",81,362330,1
"42",163959,1,"chr4","372061_372356_AluSc_SINE",81,372356,1
"43",163963,1,"chr4","375189_375493_AluSz_SINE",82,375493,1
"44",163965,1,"chr4","379115_379418_AluSc_SINE",81,379418,1
"45",163969,1,"chr4","399773_400064_AluY_SINE",82,400064,1
"46",163971,1,"chr4","404699_404989_AluSg7_SINE",80,404989,1
"47",163973,1,"chr4","411834_412110_AluY_SINE",85,412110,1
"48",163975,1,"chr4","413097_413394_AluSx3_SINE",83,413394,1
"49",163976,1,"chr4","414815_415119_AluY_SINE",82,415119,1
"50",163978,1,"chr4","415850_416143_AluY_SINE",82,416143,1
"51",163983,1,"chr4","424785_425084_AluSg_SINE",81,425084,1
"52",163987,1,"chr4","430544_430819_AluY_SINE",81,430819,1
"53",163989,1,"chr4","431756_432051_AluY_SINE",82,432051,1
"54",163995,1,"chr4","442045_442246_AluYa5_SINE",82,442246,1
"55",163996,1,"chr4","444444_444745_AluY_SINE",82,444745,1
"56",163997,1,"chr4","449086_449358_AluSc_SINE",80,449358,1
"57",164001,1,"chr4","455380_455674_AluSz_SINE",81,455674,1
"58",164007,1,"chr4","461787_462070_AluYc_SINE",82,462070,1
"59",164010,1,"chr4","468695_468986_AluY_SINE",81,468986,1
"60",164011,1,"chr4","471043_471325_AluY_SINE",83,471325,1
"61",164015,1,"chr4","477057_477361_AluSx1_SINE",85,477361,1
"62",164016,1,"chr4","477604_477811_AluSc_SINE",81,477811,1
"63",164017,1,"chr4","479494_479761_AluSc_SINE",81,479761,1
"64",164021,1,"chr4","483984_484286_AluY_SINE",82,484286,1
"65",164027,1,"chr4","491712_492023_AluSg_SINE",81,492023,1
"66",164028,1,"chr4","492510_492812_AluSc_SINE",82,492812,1
"67",164029,1,"chr4","504800_505109_AluSp_SINE",80,505109,1
"68",164030,1,"chr4","506005_506265_AluSg_SINE",78,506265,1
"69",164039,1,"chr4","541275_541572_AluSx4_SINE",81,541572,2
"70",164044,1,"chr4","574204_574495_AluSz_SINE",81,574495,2
"71",164051,1,"chr4","597141_597448_AluSx_SINE",81,597448,2
"72",164053,1,"chr4","598812_599118_AluY_SINE",82,599118,2
"73",164058,1,"chr4","612565_612865_AluSx1_SINE",81,612865,2
"74",164060,1,"chr4","613334_613645_AluY_SINE",83,613645,2
"75",164062,1,"chr4","631009_631309_AluSz_SINE",81,631309,2
"76",164066,1,"chr4","635426_635735_AluSx_SINE",81,635735,2
"77",164069,1,"chr4","636817_637118_AluSc_SINE",81,637118,2
"78",164070,1,"chr4","637705_638001_AluSc_SINE",81,638001,2
"79",164076,1,"chr4","658348_658605_AluSx1_SINE",81,658605,2
"80",164077,1,"chr4","664022_664330_AluSx1_SINE",81,664330,2
